#element,sp_num,g,Level(eV),Uncertainty(eV)
Ca,1,3,2.932512,
Ca,1,3,3.910399,
Ca,1,1,4.1308143,
Ca,1,5,4.4300117,
Ca,1,7,4.4409544,
Ca,1,9,4.450647,
Ca,1,5,4.443025,
Ca,1,1,4.5313358,
Ca,1,3,4.5322113,
Ca,1,5,4.5347368,
Ca,1,3,4.5541398,
Ca,1,5,4.6243982,
Ca,1,3,4.6801799,
Ca,1,5,4.680635,
Ca,1,7,4.681327,
Ca,1,3,4.7352531,
Ca,1,5,4.7385667,
Ca,1,7,4.7435268,
Ca,1,1,4.7631683,
Ca,1,3,4.7690284,
Ca,1,5,4.779784,
Ca,1,1,4.8767178,
Ca,1,3,4.8769584,
Ca,1,5,4.8775483,
Ca,1,3,5.0181663,
Ca,1,7,5.0260582,
Ca,1,1,5.044971,
Ca,1,5,5.0486176,
Ca,1,3,5.1675384,
Ca,1,1,5.1808379,
Ca,1,5,5.2284402,
Ca,1,7,5.2284828,
Ca,1,9,5.2285409,
Ca,1,7,5.2499357,
Ca,1,1,5.271169,
Ca,1,3,5.2716479,
Ca,1,5,5.2726253,
Ca,1,3,5.2994568,
Ca,1,5,5.2996694,
Ca,1,7,5.3000005,
Ca,1,5,5.3212844,
Ca,1,5,5.3901916,
Ca,1,7,5.3919636,
Ca,1,9,5.3943154,
Ca,1,3,5.4470569,
Ca,1,3,5.4529201,
Ca,1,1,5.4895911,
Ca,1,5,5.5498576,
Ca,1,7,5.5498847,
Ca,1,9,5.5499193,
Ca,1,7,5.5550969,
Ca,1,11,5.563774,
Ca,1,9,5.563909,
Ca,1,1,5.573793,
Ca,1,3,5.5740388,
Ca,1,5,5.5745474,
Ca,1,5,5.578028,
Ca,1,3,5.5853732,
Ca,1,5,5.5855401,
Ca,1,7,5.5857825,
Ca,1,3,5.6320266,
Ca,1,3,5.6708741,
Ca,1,1,5.6892877,
Ca,1,5,5.7236864,
Ca,1,7,5.7237039,
Ca,1,9,5.7237269,
Ca,1,7,5.7258877,
Ca,1,5,5.728086,
Ca,1,1,5.7385,
Ca,1,3,5.738637,
Ca,1,5,5.738935,
Ca,1,3,5.740713,
Ca,1,5,5.7409208,
Ca,1,7,5.7412196,
Ca,1,3,5.7627624,
Ca,1,3,5.7960484,
Ca,1,1,5.8068068,
Ca,1,5,5.820932,
Ca,1,5,5.8280253,
Ca,1,7,5.8280359,
Ca,1,9,5.8280508,
Ca,1,7,5.8291346,
Ca,1,3,5.8317487,
Ca,1,5,5.8322176,
Ca,1,7,5.8328665,
Ca,1,3,5.837843,
Ca,1,5,5.838043,
Ca,1,3,5.8501163,
Ca,1,3,5.8746252,
Ca,1,1,5.8814968,
Ca,1,5,5.8829365,
Ca,1,3,5.8838502,
Ca,1,5,5.8850357,
Ca,1,7,5.8862633,
Ca,1,5,5.8954752,
Ca,1,7,5.8954822,
Ca,1,9,5.8954946,
Ca,1,7,5.896097,
Ca,1,3,5.902237,
Ca,1,5,5.902363,
Ca,1,3,5.909347,
Ca,1,3,5.9205747,
Ca,1,5,5.9211488,
Ca,1,7,5.9221917,
Ca,1,3,5.927213,
Ca,1,5,5.927981,
Ca,1,1,5.93187,
Ca,1,5,5.941555,
Ca,1,7,5.9415684,
Ca,1,9,5.9415748,
Ca,1,7,5.9419361,
Ca,1,3,5.94639,
Ca,1,5,5.946472,
Ca,1,3,5.95093,
Ca,1,3,5.955157,
Ca,1,5,5.955362,
Ca,1,7,5.9557312,
Ca,1,5,5.961583,
Ca,1,3,5.964138,
Ca,1,1,5.967452,
Ca,1,5,5.9744321,
Ca,1,7,5.9744359,
Ca,1,9,5.9744412,
Ca,1,7,5.9746733,
Ca,1,9,5.97631,
Ca,1,11,5.977,
Ca,1,3,5.977999,
Ca,1,5,5.978067,
Ca,1,3,5.981063,
Ca,1,3,5.983267,
Ca,1,5,5.983334,
Ca,1,7,5.983513,
Ca,1,5,5.987302,
Ca,1,3,5.991058,
Ca,1,1,5.993489,
Ca,1,5,5.99869,
Ca,1,7,5.9987003,
Ca,1,9,5.9987028,
Ca,1,7,5.9988563,
Ca,1,9,6.00013,
Ca,1,11,6.00066,
Ca,1,3,6.001402,
Ca,1,5,6.001449,
Ca,1,3,6.003574,
Ca,1,3,6.004928,
Ca,1,5,6.004984,
Ca,1,7,6.005109,
Ca,1,5,6.007249,
Ca,1,3,6.011287,
Ca,1,1,6.013127,
Ca,1,1,6.0162208,
Ca,1,3,6.0178983,
Ca,1,5,6.0211093,
Ca,1,9,6.017082,
Ca,1,7,6.017082,
Ca,1,7,6.0172184,
Ca,1,9,6.01821,
Ca,1,11,6.01871,
Ca,1,3,6.019222,
Ca,1,5,6.019248,
Ca,1,3,6.020809,
Ca,1,3,6.021746,
Ca,1,5,6.021782,
Ca,1,7,6.021852,
Ca,1,5,6.022944,
Ca,1,3,6.026841,
Ca,1,1,6.028301,
Ca,1,9,6.031382,
Ca,1,7,6.031496,
Ca,1,9,6.03229,
Ca,1,11,6.0327,
Ca,1,5,6.0331,
Ca,1,3,6.03429,
Ca,1,3,6.034983,
Ca,1,5,6.035011,
Ca,1,7,6.035066,
Ca,1,5,6.035423,
Ca,1,3,6.039124,
Ca,1,1,6.040265,
Ca,1,7,6.042809,
Ca,1,9,6.04341,
Ca,1,11,6.04391,
Ca,1,5,6.044111,
Ca,1,3,6.045029,
Ca,1,5,6.045487,
Ca,1,3,6.045579,
Ca,1,5,6.045618,
Ca,1,7,6.045632,
Ca,1,3,6.048945,
Ca,1,1,6.049866,
Ca,1,7,6.051928,
Ca,1,5,6.052983,
Ca,1,3,6.053719,
Ca,1,5,6.053783,
Ca,1,3,6.054132,
Ca,1,5,6.054142,
Ca,1,7,6.054207,
Ca,1,3,6.056948,
Ca,1,1,6.057693,
Ca,1,7,6.059381,
Ca,1,5,6.060262,
Ca,1,5,6.060641,
Ca,1,3,6.060851,
Ca,1,5,6.061185,
Ca,1,3,6.061203,
Ca,1,7,6.06122,
Ca,1,3,6.063522,
Ca,1,1,6.064148,
Ca,1,7,6.065549,
Ca,1,5,6.06629,
Ca,1,5,6.066397,
Ca,1,3,6.066772,
Ca,1,5,6.067048,
Ca,1,3,6.067055,
Ca,1,7,6.067082,
Ca,1,3,6.069012,
Ca,1,1,6.069539,
Ca,1,7,6.070721,
Ca,1,5,6.071271,
Ca,1,5,6.071341,
Ca,1,3,6.071745,
Ca,1,3,6.071977,
Ca,1,7,6.071992,
Ca,1,5,6.071996,
Ca,1,3,6.073657,
Ca,1,1,6.074089,
Ca,1,7,6.075088,
Ca,1,5,6.075432,
Ca,1,5,6.075624,
Ca,1,3,6.07596,
Ca,1,5,6.076166,
Ca,1,3,6.076167,
Ca,1,7,6.07618,
Ca,1,3,6.077598,
Ca,1,1,6.077956,
Ca,1,7,6.078813,
Ca,1,5,6.079013,
Ca,1,5,6.07928,
Ca,1,3,6.079563,
Ca,1,5,6.079739,
Ca,1,3,6.080956,
Ca,1,1,6.081282,
Ca,1,7,6.08202,
Ca,1,5,6.082122,
Ca,1,5,6.082419,
Ca,1,3,6.082667,
Ca,1,5,6.082817,
Ca,1,3,6.083882,
Ca,1,1,6.084151,
Ca,1,7,6.084797,
Ca,1,5,6.084832,
Ca,1,5,6.085149,
Ca,1,3,6.085361,
Ca,1,5,6.085495,
Ca,1,3,6.086434,
Ca,1,1,6.086656,
Ca,1,5,6.087193,
Ca,1,7,6.08722,
Ca,1,5,6.087531,
Ca,1,3,6.087713,
Ca,1,5,6.087811,
Ca,1,3,6.088635,
Ca,1,1,6.088845,
Ca,1,5,6.089287,
Ca,1,7,6.089341,
Ca,1,5,6.089617,
Ca,1,3,6.089779,
Ca,1,5,6.089886,
Ca,1,3,6.090602,
Ca,1,1,6.090778,
Ca,1,5,6.091138,
Ca,1,7,6.09122,
Ca,1,5,6.09146,
Ca,1,3,6.091603,
Ca,1,5,6.091687,
Ca,1,3,6.092343,
Ca,1,1,6.092498,
Ca,1,5,6.092786,
Ca,1,7,6.092879,
Ca,1,5,6.093103,
Ca,1,3,6.093222,
Ca,1,5,6.093285,
Ca,1,3,6.093861,
Ca,1,1,6.09402,
Ca,1,5,6.094256,
Ca,1,7,6.094355,
Ca,1,5,6.094555,
Ca,1,3,6.094664,
Ca,1,5,6.09474,
Ca,1,3,6.095254,
Ca,1,1,6.095369,
Ca,1,5,6.095574,
Ca,1,7,6.095682,
Ca,1,5,6.09586,
Ca,1,3,6.095956,
Ca,1,5,6.095999,
Ca,1,3,6.096479,
Ca,1,1,6.096604,
Ca,1,5,6.096762,
Ca,1,5,6.097031,
Ca,1,3,6.097119,
Ca,1,5,6.097187,
Ca,1,3,6.097602,
Ca,1,1,6.097728,
Ca,1,5,6.097835,
Ca,1,5,6.098085,
Ca,1,3,6.098165,
Ca,1,5,6.098193,
Ca,1,3,6.098581,
Ca,1,5,6.098804,
Ca,1,5,6.099041,
Ca,1,3,6.099115,
Ca,1,5,6.099162,
Ca,1,3,6.099482,
Ca,1,5,6.099688,
Ca,1,5,6.09991,
Ca,1,3,6.099975,
Ca,1,5,6.100014,
Ca,1,3,6.100329,
Ca,1,5,6.100491,
Ca,1,5,6.100701,
Ca,1,3,6.10076,
Ca,1,5,6.100788,
Ca,1,3,6.10108,
Ca,1,5,6.101223,
Ca,1,5,6.101429,
Ca,1,3,6.101476,
Ca,1,5,6.101512,
Ca,1,5,6.101896,
Ca,1,5,6.102082,
Ca,1,3,6.102133,
Ca,1,5,6.102153,
Ca,1,5,6.102515,
Ca,1,5,6.102689,
Ca,1,3,6.102734,
Ca,1,5,6.102758,
Ca,1,5,6.103085,
Ca,1,5,6.103249,
Ca,1,3,6.10329,
Ca,1,5,6.103316,
Ca,1,5,6.103608,
Ca,1,5,6.103758,
Ca,1,3,6.103798,
Ca,1,5,6.103809,
Ca,1,5,6.10409,
Ca,1,5,6.104238,
Ca,1,3,6.104273,
Ca,1,5,6.104296,
Ca,1,5,6.104542,
Ca,1,5,6.104678,
Ca,1,5,6.104712,
Ca,1,3,6.104712,
Ca,1,5,6.104957,
Ca,1,5,6.105082,
Ca,1,5,6.105117,
Ca,1,3,6.105117,
Ca,1,5,6.105345,
Ca,1,5,6.105462,
Ca,1,3,6.105494,
Ca,1,5,6.10551,
Ca,1,5,6.105701,
Ca,1,5,6.105818,
Ca,1,3,6.105847,
Ca,1,5,6.105855,
Ca,1,5,6.106038,
Ca,1,5,6.106144,
Ca,1,5,6.106167,
Ca,1,3,6.106173,
Ca,1,5,6.106352,
Ca,1,5,6.106454,
Ca,1,3,6.10648,
Ca,1,5,6.106482,
Ca,1,5,6.106643,
Ca,1,5,6.106745,
Ca,1,3,6.106769,
Ca,1,5,6.106771,
Ca,1,5,6.106921,
Ca,1,5,6.107018,
Ca,1,5,6.107034,
Ca,1,3,6.107035,
Ca,1,5,6.107181,
Ca,1,5,6.107269,
Ca,1,3,6.107288,
Ca,1,5,6.107294,
Ca,1,5,6.107422,
Ca,1,5,6.107506,
Ca,1,3,6.107525,
Ca,1,5,6.107541,
Ca,1,5,6.107649,
Ca,1,5,6.107728,
Ca,1,3,6.107747,
Ca,1,5,6.107762,
Ca,1,5,6.107872,
Ca,1,5,6.107939,
Ca,1,3,6.107956,
Ca,1,7,6.107981,
Ca,1,5,6.108053,
Ca,1,5,6.108136,
Ca,1,3,6.108155,
Ca,1,5,6.108156,
Ca,1,5,6.10825,
Ca,1,5,6.108328,
Ca,1,3,6.108342,
Ca,1,5,6.108352,
Ca,1,5,6.108434,
Ca,1,5,6.108503,
Ca,1,3,6.108518,
Ca,1,5,6.108524,
Ca,1,5,6.108618,
Ca,1,5,6.108673,
Ca,1,3,6.108687,
Ca,1,5,6.108703,
Ca,1,5,6.108751,
Ca,1,5,6.108827,
Ca,1,3,6.108843,
Ca,1,5,6.108856,
Ca,1,5,6.108923,
Ca,1,5,6.108979,
Ca,1,3,6.108993,
Ca,1,5,6.10901,
Ca,1,5,6.109085,
Ca,1,5,6.109119,
Ca,1,3,6.109135,
Ca,1,5,6.109139,
Ca,1,5,6.109233,
Ca,1,5,6.109262,
Ca,1,3,6.109272,
Ca,1,5,6.109393,
Ca,1,3,6.109398,
Ca,1,5,6.109429,
Ca,1,3,6.109521,
Ca,1,3,6.109638,
Ca,1,3,6.109748,
Ca,1,3,6.109855,
Ca,1,3,6.109954,
Ca,1,3,6.11005,
Ca,1,3,6.110142,
Ca,1,3,6.110231,
Ca,1,3,6.110314,
Ca,1,3,6.110396,
Ca,1,3,6.110474,
Ca,1,3,6.110546,
Ca,1,3,6.110618,
Ca,1,3,6.110685,
Ca,1,3,6.110752,
Ca,1,3,6.110815,
Ca,1,3,6.11088,
Ca,1,3,6.366804,
Ca,1,5,6.368991,
Ca,1,7,6.372332,
Ca,1,7,6.39183,
Ca,1,9,6.39498,
Ca,1,11,6.399,
Ca,1,3,6.39408,
Ca,1,3,6.41116,
Ca,1,5,6.41427,
Ca,1,7,6.41829,
Ca,1,3,6.4358,
Ca,1,3,6.58,
Ca,1,9,6.59601,
Ca,1,5,6.59777,
Ca,1,7,6.6019,
Ca,1,1,6.73015,
Ca,1,3,6.730946,
Ca,1,5,6.73291,
Ca,1,3,6.93106,
Ca,1,3,6.93649,
Ca,1,3,6.94092,
Ca,1,3,6.9746,
Ca,1,5,7.00126,
Ca,1,3,7.009153,
Ca,1,3,7.01241,
Ca,1,3,7.0238,
Ca,1,3,7.1244,
Ca,1,1,7.14288,
Ca,1,3,7.14371,
Ca,1,5,7.14625,
Ca,1,3,7.186,
Ca,1,3,7.244559,
Ca,1,3,7.252073,
Ca,1,3,7.253806,
Ca,1,3,7.290137,
Ca,1,3,7.316415,
Ca,1,3,7.3395,
Ca,1,3,7.3607,
Ca,1,5,7.3635,
Ca,1,3,7.414529,
Ca,1,3,7.421974,
Ca,1,3,7.42399,
Ca,1,3,7.444771,
Ca,1,3,7.457682,
Ca,1,3,7.48,
Ca,1,3,7.517432,
Ca,1,3,7.524634,
Ca,1,3,7.527024,
Ca,1,3,7.539142,
Ca,1,3,7.546829,
Ca,1,3,7.55976,
Ca,1,3,7.584428,
Ca,1,3,7.591385,
Ca,1,3,7.594204,
Ca,1,3,7.601056,
Ca,1,3,7.605902,
Ca,1,3,7.61611,
Ca,1,3,7.630477,
Ca,1,3,7.637016,
Ca,1,3,7.640229,
Ca,1,3,7.643905,
Ca,1,3,7.646926,
Ca,1,3,7.65568,
Ca,1,3,7.663548,
Ca,1,3,7.669566,
Ca,1,3,7.673161,
Ca,1,3,7.674751,
Ca,1,3,7.676653,
Ca,1,3,7.684601,
Ca,1,3,7.688157,
Ca,1,3,7.693528,
Ca,1,3,7.697549,
Ca,1,3,7.697549,
Ca,1,3,7.699057,
Ca,1,3,7.706191,
Ca,1,3,7.707057,
Ca,1,3,7.711683,
Ca,1,3,7.714753,
Ca,1,3,7.716091,
Ca,1,3,7.716419,
Ca,1,3,7.721653,
Ca,1,3,7.72273,
Ca,1,3,7.725781,
Ca,1,3,7.728064,
Ca,1,3,7.729977,
Ca,1,3,7.730654,
Ca,1,3,7.73355,
Ca,1,3,7.735623,
Ca,1,3,7.737013,
Ca,1,3,7.738656,
Ca,1,3,7.740753,
Ca,1,3,7.742025,
Ca,1,3,7.743291,
Ca,1,3,7.745558,
Ca,1,3,7.746317,
Ca,1,3,7.747332,
Ca,1,3,7.749833,
Ca,1,3,7.750496,
Ca,1,3,7.7515,
Ca,1,3,7.753215,
Ca,1,3,7.753896,
Ca,1,3,7.754983,
Ca,1,3,7.75558,
Ca,1,3,7.756135,
Ca,1,3,7.756665,
Ca,1,3,7.757156,
Ca,1,3,7.758021,
Ca,1,3,7.758796,
Ca,1,3,7.759489,
Ca,1,3,7.759902,
Ca,1,3,7.761748,
Ca,1,3,7.762744,
Ca,1,3,7.763521,
Ca,1,3,7.764556,
Ca,1,3,7.764638,
Ca,1,3,7.764977,
Ca,1,3,7.766559,
Ca,1,3,7.767408,
Ca,1,3,7.768105,
Ca,1,3,7.768868,
Ca,1,3,7.770277,
Ca,1,3,7.770277,
Ca,1,3,7.770779,
Ca,1,3,7.771812,
Ca,1,3,7.772183,
Ca,1,3,7.772609,
Ca,1,3,7.774358,
Ca,1,3,7.774358,
Ca,1,3,7.774708,
Ca,1,3,7.775219,
Ca,1,3,7.775451,
Ca,1,3,7.77634,
Ca,1,3,7.776512,
Ca,1,3,7.777428,
Ca,1,3,7.778056,
Ca,1,3,7.778285,
Ca,1,3,7.778285,
Ca,1,3,7.779154,
Ca,1,3,7.779826,
Ca,1,3,7.78008,
Ca,1,3,7.780455,
Ca,1,3,7.781603,
Ca,1,3,7.781603,
Ca,1,3,7.781757,
Ca,1,3,7.782253,
Ca,1,3,7.782422,
Ca,1,3,7.783077,
Ca,1,3,7.783765,
Ca,1,3,7.784207,
Ca,1,3,7.78435,
Ca,1,3,7.784634,
Ca,1,3,7.784978,
Ca,1,3,7.785487,
Ca,1,3,7.785656,
Ca,1,3,7.785893,
Ca,1,3,7.786751,
Ca,1,3,7.786954,
Ca,1,3,7.787187,
Ca,1,3,7.787263,
Ca,1,3,7.787695,
Ca,1,3,7.78796,
Ca,1,3,7.788255,
Ca,1,3,7.788534,
Ca,1,3,7.788726,
Ca,1,3,7.789204,
Ca,1,3,7.789204,
Ca,1,3,7.789648,
Ca,1,3,7.79001,
Ca,1,3,7.790214,
Ca,1,3,7.790437,
Ca,1,3,7.790698,
Ca,1,3,7.790776,
Ca,1,3,7.790975,
Ca,1,3,7.791196,
Ca,1,3,7.791628,
Ca,1,3,7.79182,
Ca,1,3,7.792254,
Ca,1,3,7.792484,
Ca,1,3,7.792696,
Ca,1,3,7.792877,
Ca,1,3,7.792877,
Ca,1,3,7.79322,
Ca,1,3,7.793412,
Ca,1,3,7.793778,
Ca,1,3,7.793969,
Ca,1,3,7.794141,
Ca,1,3,7.794315,
Ca,1,3,7.794622,
Ca,1,3,7.79481,
Ca,1,3,7.795068,
Ca,1,3,7.79522,
Ca,1,3,7.795556,
Ca,1,3,7.795556,
Ca,1,3,7.795752,
Ca,1,3,7.796062,
Ca,1,3,7.796131,
Ca,1,3,7.79628,
Ca,1,3,7.796718,
Ca,1,3,7.796718,
Ca,1,3,7.797242,
Ca,1,3,7.797242,
Ca,1,3,7.797571,
Ca,1,3,7.79782,
Ca,1,3,7.797943,
Ca,1,3,7.798305,
Ca,1,3,7.798305,
Ca,1,3,7.798617,
Ca,1,3,7.798835,
Ca,1,3,7.798947,
Ca,1,3,7.79922,
Ca,1,3,7.79922,
Ca,1,3,7.799471,
Ca,1,3,7.799707,
Ca,1,3,7.799955,
Ca,1,3,7.800033,
Ca,1,3,7.800177,
Ca,1,3,7.8004,
Ca,1,3,7.800579,
Ca,1,3,7.800817,
Ca,1,3,7.800817,
Ca,1,3,7.800937,
Ca,1,3,7.801125,
Ca,1,3,7.801263,
Ca,1,3,7.801535,
Ca,1,3,7.801874,
Ca,1,3,7.802178,
Ca,1,3,7.802486,
Ca,1,3,7.802773,
Ca,1,3,7.803055,
Ca,1,3,7.80332,
Ca,1,3,7.803539,
Ca,1,3,7.803826,
Ca,1,3,7.804043,
Ca,1,3,7.804294,
Ca,1,3,7.804723,
Ca,1,3,7.805125,
Ca,1,3,7.805496,
Ca,1,3,7.805844,
Ca,1,3,7.80617,
Ca,1,3,7.80647,
Ca,1,3,7.806754,
Ca,1,3,7.807017,
Ca,1,3,7.807271,
Ca,1,3,7.807506,
Ca,1,3,7.807725,
Ca,1,3,7.807933,
Ca,1,3,7.808129,
Ca,1,3,7.808309,
Ca,1,3,7.80849,
Ca,1,3,7.808653,
Ca,1,3,7.808816,
Ca,1,3,7.808956,
Ca,1,3,7.809099,
Ca,1,3,7.809232,
Ca,1,3,8.0561,
Ca,1,3,8.1141,
Ca,1,3,8.2546,
Ca,1,3,8.5441,
Ca,1,3,8.5855,
Ca,1,3,8.6346,
Ca,1,3,8.7765,
Ca,1,3,8.803,
Ca,1,3,8.8323,
Ca,1,3,8.9105,
Ca,1,3,8.9277,
Ca,1,3,8.9627,
Ca,1,3,8.9778,
Ca,1,3,9.0081,
Ca,1,3,9.0349,
Ca,1,3,9.0349,
Ca,1,3,9.0646,
Ca,1,3,9.0816,
Ca,1,3,9.0816,
Ca,1,3,9.1059,
Ca,1,3,9.1059,
Ca,1,3,9.1149,
Ca,1,3,9.128,
Ca,1,3,9.1368,
Ca,1,3,9.1428,
Ca,1,3,9.1428,
Ca,1,3,9.1565,
Ca,1,3,9.1565,
Ca,1,3,9.171,
Ca,1,3,24.8087,
Ca,1,3,27.1514,
Ca,1,3,31.406,
Ca,1,3,31.6187,
Ca,1,3,31.9553,
Ca,1,3,32.2598,
Ca,1,3,33.1555,
Ca,1,3,33.2223,
Ca,1,3,33.4393,
Ca,1,3,33.555,
Ca,1,3,33.586,
Ca,1,3,33.6301,
Ca,1,3,33.8643,
Ca,1,3,33.9218,
Ca,1,3,33.9666,
Ca,1,3,33.977,
Ca,1,3,34.0059,
Ca,1,3,34.0525,
Ca,1,3,34.068,
Ca,1,3,34.1294,
Ca,1,3,34.158,
Ca,1,3,34.1857,
Ca,1,3,34.207,
Ca,1,3,34.2244,
Ca,1,3,34.2367,
Ca,1,3,34.2462,
Ca,1,3,34.2547,
Ca,1,3,34.2979,
Ca,1,3,34.397,
Ca,1,3,34.4573,
Ca,1,3,34.4665,
Ca,1,3,34.4959,
Ca,1,3,34.5051,
Ca,1,3,34.5258,
Ca,1,3,34.5338,
Ca,1,3,34.5478,
Ca,1,3,34.5546,
Ca,1,3,34.5663,
Ca,1,3,34.58,
Ca,1,3,34.5895,
Ca,1,3,34.598,
Ca,1,3,34.6061,
Ca,2,2,0,
Ca,2,4,1.692408,
Ca,2,6,1.699932,
Ca,2,2,3.123349,
Ca,2,4,3.150984,
Ca,2,2,6.467875,
Ca,2,4,7.047169,
Ca,2,6,7.049551,
Ca,2,2,7.505138,
Ca,2,4,7.514841,
Ca,2,6,8.437981,
Ca,2,8,8.437981,
Ca,2,2,8.762908,
Ca,2,4,9.016407,
Ca,2,6,9.017486,
Ca,2,2,9.234953,
Ca,2,4,9.239519,
Ca,2,8,9.675031,
Ca,2,6,9.675031,
Ca,2,10,9.69119,
Ca,2,8,9.69119,
Ca,2,2,9.850331,
Ca,2,4,9.983397,
Ca,2,6,9.983971,
Ca,2,6,10.347483,
Ca,2,8,10.347483,
Ca,2,10,10.35764,
Ca,2,8,10.35764,
Ca,2,2,10.451978,
Ca,2,4,10.530431,
Ca,2,6,10.530773,
Ca,2,8,10.752785,
Ca,2,6,10.752785,
Ca,2,8,10.75949,
Ca,2,10,10.75949,
Ca,2,2,10.819836,
Ca,2,4,10.869934,
Ca,2,6,10.870156,
Ca,2,6,11.015663,
Ca,2,8,11.015663,
Ca,2,10,11.020278,
Ca,2,8,11.020278,
Ca,2,12,11.021035,
Ca,2,10,11.021035,
Ca,2,2,11.061142,
Ca,2,4,11.095089,
Ca,2,6,11.095238,
Ca,2,8,11.19577,
Ca,2,6,11.19577,
Ca,2,8,11.199053,
Ca,2,10,11.199053,
Ca,2,4,11.252052,
Ca,2,6,11.252161,
Ca,2,6,11.32447,
Ca,2,8,11.32447,
Ca,2,12,11.32732,
Ca,2,10,11.32732,
Ca,2,4,11.36588,
Ca,2,6,11.36588,
Ca,2,6,11.45106,
Ca,2,4,11.45106,
Ca,2,6,11.51602,
Ca,2,4,11.51602,
Ca,2,4,11.56743,
Ca,2,6,11.56743,
Ca,2,4,11.60826,
Ca,2,6,11.60826,
Ca,2,6,11.64143,
Ca,2,4,11.64143,
Ca,2,4,28.1995,
Ca,2,2,28.5441,
O,1,5,0,
O,1,3,0.0196224,
O,1,1,0.0281416,
O,1,5,1.9673642,
O,1,1,4.1897463,
O,1,5,9.1460911,
O,1,3,9.5213638,
O,1,3,10.740225,
O,1,5,10.7404756,
O,1,7,10.7409314,
O,1,3,10.9887923,
O,1,5,10.9888616,
O,1,1,10.9888811,
O,1,5,11.8376056,
O,1,3,11.9303856,
O,1,9,12.0786187,
O,1,7,12.0786294,
O,1,5,12.0786446,
O,1,3,12.0786574,
O,1,1,12.0786635,
O,1,3,12.0870184,
O,1,5,12.0870271,
O,1,7,12.0870382,
O,1,3,12.2859622,
O,1,5,12.2860456,
O,1,7,12.2861939,
O,1,3,12.3588649,
O,1,5,12.358875,
O,1,1,12.3589072,
O,1,7,12.5391924,
O,1,5,12.5406949,
O,1,3,12.5416739,
O,1,5,12.6608569,
O,1,3,12.6974691,
O,1,5,12.728469,
O,1,9,12.7536973,
O,1,7,12.7537024,
O,1,5,12.7537097,
O,1,3,12.7537158,
O,1,1,12.7537188,
O,1,7,12.7590123,
O,1,5,12.7590208,
O,1,3,12.7590265,
O,1,7,12.7664358,
O,1,3,12.7664358,
O,1,9,12.7664358,
O,1,5,12.7664358,
O,1,11,12.7664358,
O,1,9,12.7664475,
O,1,5,12.7664475,
O,1,7,12.7664475,
O,1,3,12.847956,
O,1,5,12.8480003,
O,1,7,12.8480623,
O,1,5,12.8782347,
O,1,3,12.8782422,
O,1,1,12.8782699,
O,1,5,13.0207346,
O,1,3,13.038827,
O,1,9,13.0661186,
O,1,7,13.0661215,
O,1,5,13.0661255,
O,1,3,13.0661288,
O,1,1,13.0661304,
O,1,7,13.0690514,
O,1,3,13.0690514,
O,1,5,13.0690514,
O,1,7,13.0730978,
O,1,3,13.0730978,
O,1,9,13.0730978,
O,1,5,13.0730978,
O,1,11,13.0730978,
O,1,9,13.0731076,
O,1,5,13.0731076,
O,1,7,13.0731076,
O,1,3,13.1160938,
O,1,5,13.1161142,
O,1,7,13.1161465,
O,1,5,13.1314183,
O,1,1,13.1314183,
O,1,3,13.1314183,
O,1,5,13.2099403,
O,1,3,13.2201789,
O,1,9,13.2354926,
O,1,7,13.235494,
O,1,5,13.2354959,
O,1,3,13.2354975,
O,1,1,13.2354984,
O,1,7,13.2372725,
O,1,3,13.2372725,
O,1,5,13.2372725,
O,1,7,13.2396725,
O,1,3,13.2396725,
O,1,9,13.2396725,
O,1,5,13.2396725,
O,1,11,13.2396725,
O,1,9,13.2396776,
O,1,5,13.2396776,
O,1,7,13.2396776,
O,1,11,13.2400126,
O,1,7,13.2400126,
O,1,9,13.2400126,
O,1,9,13.2400126,
O,1,5,13.2400126,
O,1,11,13.2400126,
O,1,7,13.2400126,
O,1,13,13.2400126,
O,1,5,13.3216106,
O,1,3,13.3279572,
O,1,9,13.3374112,
O,1,7,13.3374122,
O,1,5,13.3374136,
O,1,3,13.3374147,
O,1,1,13.3374152,
O,1,7,13.3385644,
O,1,3,13.3385644,
O,1,5,13.3385644,
O,1,11,13.3400972,
O,1,7,13.3400972,
O,1,3,13.3400972,
O,1,9,13.3400972,
O,1,5,13.3400972,
O,1,9,13.3400981,
O,1,5,13.3400981,
O,1,7,13.3400981,
O,1,5,13.3929467,
O,1,3,13.3972365,
O,1,9,13.4034447,
O,1,7,13.4034453,
O,1,5,13.4034463,
O,1,3,13.403447,
O,1,1,13.4034474,
O,1,5,13.40443,
O,1,7,13.40443,
O,1,3,13.40443,
O,1,5,13.44137,
O,1,3,13.44439,
O,1,1,13.448595,
O,1,7,13.448595,
O,1,3,13.448595,
O,1,9,13.448595,
O,1,5,13.448595,
O,1,5,13.4494,
O,1,7,13.4494,
O,1,3,13.4494,
O,1,3,13.47776,
O,1,9,13.480992,
O,1,5,13.480992,
O,1,1,13.480992,
O,1,7,13.480992,
O,1,3,13.480992,
O,1,7,13.48156,
O,1,3,13.48156,
O,1,5,13.48156,
O,1,3,13.50264,
O,1,5,13.50525,
O,1,7,13.50525,
O,1,3,13.50525,
O,1,3,13.52122,
O,1,3,13.52337,
O,1,5,13.52337,
O,1,7,13.52337,
O,1,3,13.53557,
O,1,5,13.53738,
