#element,sp_num,g,Level(eV),Uncertainty(eV)
Cu,2,7,16.2474237,0.000001
Cu,2,9,16.2806659,0.0000016
Cu,2,7,16.56357381,0.00000016
Cu,2,5,16.58016369,0.00000016
Cu,2,5,16.5923003,0.0000005
Cu,2,3,16.7546255,0.0000004
Cu,2,1,16.7978844,0.0000005
Cu,2,7,16.6119391,0.0000005
Cu,2,3,16.6584979,0.0000004
Cu,2,5,16.6976366,0.0000004
Cu,2,11,16.6276287,0.0000005
Cu,2,9,16.84135293,0.00000024
Cu,2,7,16.9955295,0.0000006
Cu,2,9,16.7059859,0.0000004
Cu,2,7,16.9166293,0.0000004
Cu,2,5,17.3218932,0.0000005
Cu,2,3,16.82025682,0.00000019
Cu,2,5,16.83211397,0.0000002
Cu,2,7,16.8288009,0.0000004
Cu,2,5,16.9610553,0.0000004
Cu,2,3,17.0990886,0.0000005
Cu,2,3,16.84495017,0.0000002
Cu,2,1,16.8497175,0.0000003
Cu,2,5,16.85078224,0.00000014
Cu,2,3,16.85666744,0.0000002
Cu,2,13,16.85329783,0.00000015
Cu,2,11,16.85365501,0.00000024
Cu,2,5,16.8559343,0.0000006
Cu,2,7,16.86060093,0.00000015
Cu,2,9,16.87831334,0.00000012
Cu,2,5,16.86358269,0.00000014
Cu,2,7,16.8662317,0.00000012
Cu,2,11,16.88176511,0.00000014
Cu,2,9,16.89532667,0.00000017
Cu,2,3,16.9036209,0.00000025
Cu,2,1,17.0619788,0.0000005
Cu,2,9,16.9478896,0.0000004
Cu,2,11,16.9960236,0.0000006
Cu,2,11,16.95184535,0.00000016
Cu,2,9,16.95674247,0.00000022
Cu,2,5,16.95534876,0.00000022
Cu,2,3,16.957712,0.0000003
Cu,2,7,16.975836,0.00000017
Cu,2,5,16.99496619,0.00000024
Cu,2,7,16.9901471,0.0000004
Cu,2,9,16.99134811,0.00000021
Cu,2,5,17.0122164,0.0000005
Cu,2,9,17.1022444,0.0000009
Cu,2,7,17.2748608,0.0000004
Cu,2,3,17.0159527,0.000001
Cu,2,5,17.0662761,0.0000005
Cu,2,5,17.1101772,0.0000003
Cu,2,3,17.1133386,0.0000004
Cu,2,11,17.1177912,0.0000003
Cu,2,9,17.1189425,0.0000003
Cu,2,7,17.1260036,0.00000019
Cu,2,5,17.13174967,0.00000022
Cu,2,9,17.13707861,0.00000019
Cu,2,7,17.14225144,0.00000021
Cu,2,7,17.1596556,0.0000004
Cu,2,9,17.2828748,0.0000005
Cu,2,3,17.173856,0.000004
Cu,2,3,17.1833477,0.0000004
Cu,2,1,17.4308571,0.0000007
Cu,2,5,17.2022889,0.0000006
Cu,2,3,17.2636999,0.0000006
Cu,2,7,17.21137034,0.00000024
Cu,2,9,17.21928405,0.00000024
Cu,2,3,17.2211986,0.0000004
Cu,2,5,17.2314784,0.0000004
Cu,2,5,17.2373625,0.0000006
Cu,2,7,17.3256879,0.0000004
Cu,2,7,17.24861095,0.00000025
Cu,2,5,17.2514154,0.0000004
Cu,2,3,17.4794795,0.0000006
Cu,2,7,17.5068946,0.0000007
Cu,2,5,17.5120931,0.0000007
Cu,2,5,17.5489715,0.0000006
Cu,2,3,17.5727981,0.0000006
Cu,2,7,17.7822252,0.0000025
Cu,2,7,17.95476076,0.00000017
Cu,2,5,17.96320087,0.0000002
Cu,2,1,18.0879721,0.0000005
Cu,2,3,18.0894066,0.0000004
Cu,2,5,18.0926708,0.0000004
Cu,2,3,18.0961691,0.0000005
Cu,2,11,18.09494785,0.00000024
Cu,2,13,18.09568344,0.00000017
Cu,2,7,18.0989829,0.0000004
Cu,2,5,18.0998579,0.0000004
Cu,2,7,18.1043312,0.0000004
Cu,2,9,18.1046515,0.0000004
Cu,2,9,18.1053319,0.0000004
Cu,2,11,18.1056931,0.0000003
Cu,2,3,18.1080308,0.0000005
Cu,2,5,18.1080463,0.0000004
Cu,2,13,18.1102294,0.00000024
Cu,2,15,18.11023616,0.00000015
Cu,2,7,18.11071578,0.00000025
Cu,2,5,18.11072068,0.00000022
Cu,2,7,18.11333896,0.00000017
Cu,2,9,18.11334172,0.00000015
Cu,2,11,18.11449091,0.00000022
Cu,2,13,18.11449521,0.00000014
Cu,2,9,18.11497188,0.0000002
Cu,2,11,18.11497525,0.00000012
Cu,2,3,18.1284282,0.0000005
Cu,2,1,18.2378072,0.0000006
Cu,2,11,18.1516233,0.0000005
Cu,2,9,18.1541632,0.0000004
Cu,2,5,18.1532207,0.0000005
Cu,2,3,18.1547518,0.0000004
Cu,2,7,18.1632015,0.0000004
Cu,2,5,18.1729964,0.0000004
Cu,2,7,18.1706754,0.0000004
Cu,2,9,18.1710873,0.0000004
Cu,2,3,18.2115636,0.0000003
Cu,2,5,18.21778161,0.00000022
Cu,2,5,18.2663017,0.0000009
Cu,2,3,18.2954396,0.0000007
Cu,2,7,18.290884,0.000007
Cu,2,9,18.299653,0.0000007
Cu,2,5,18.3059816,0.0000011
Cu,2,7,18.3202759,0.0000006
Cu,2,5,18.3480941,0.0000005
Cu,2,3,18.3516646,0.0000005
Cu,2,11,18.3532242,0.0000003
Cu,2,9,18.353824,0.0000004
Cu,2,7,18.3572823,0.0000004
Cu,2,5,18.3578457,0.0000004
Cu,2,7,18.36243,0.0000004
Cu,2,9,18.3627251,0.0000004
Cu,2,7,18.3662476,0.0000004
Cu,2,5,18.3662544,0.0000006
Cu,2,11,18.3677371,0.0000003
Cu,2,13,18.3677408,0.0000003
Cu,2,7,18.3704358,0.0000004
Cu,2,9,18.37044013,0.00000021
Cu,2,9,18.37187365,0.00000024
Cu,2,11,18.37187722,0.0000002
Cu,2,3,18.3944869,0.0000005
Cu,2,1,18.4987656,0.0000009
Cu,2,7,18.4093924,0.0000004
Cu,2,9,18.4135792,0.0000005
Cu,2,3,18.4143284,0.0000004
Cu,2,5,18.4190873,0.0000004
Cu,2,7,18.4279073,0.0000004
Cu,2,5,18.4293199,0.0000004
Cu,2,1,18.519654,0.00001
Cu,2,3,18.5336677,0.000001
Cu,2,5,18.538858,0.000006
Cu,2,7,18.55107,0.000006
Cu,2,5,18.563744,0.000006
Cu,2,3,18.568603,0.000006
Cu,2,5,18.6286118,0.000001
Cu,2,7,18.6897371,0.0000004
Cu,2,5,18.6946417,0.0000004
Cu,2,3,18.7416224,0.0000009
Cu,2,1,18.7621893,0.000001
Cu,2,11,18.767777,0.0000005
Cu,2,13,18.7684413,0.0000006
Cu,2,3,18.7679642,0.0000007
Cu,2,5,18.7681475,0.0000005
Cu,2,7,18.7715326,0.0000005
Cu,2,5,18.7716964,0.0000005
Cu,2,9,18.7735661,0.0000005
Cu,2,7,18.7764025,0.0000007
Cu,2,9,18.7739094,0.0000005
Cu,2,11,18.7740662,0.0000005
Cu,2,3,18.7742131,0.0000005
Cu,2,5,18.85239,0.000004
Cu,2,3,18.7761783,0.000001
Cu,2,5,18.7761891,0.0000007
Cu,2,13,18.7774582,0.0000009
Cu,2,15,18.7774674,0.0000004
Cu,2,7,18.7777404,0.0000009
Cu,2,5,18.7777417,0.0000007
Cu,2,5,18.7784,0.0007
Cu,2,7,18.7784,0.0007
Cu,2,15,18.7789,0.0007
Cu,2,17,18.7789,0.0007
Cu,2,9,18.7791,0.0007
Cu,2,7,18.7791,0.0007
Cu,2,7,18.7792405,0.0000007
Cu,2,9,18.7792413,0.0000006
Cu,2,11,18.7798,0.0007
Cu,2,9,18.7798,0.0007
Cu,2,15,18.7799,0.0007
Cu,2,13,18.7799,0.0007
Cu,2,11,18.7799005,0.0000004
Cu,2,13,18.7799027,0.0000006
Cu,2,11,18.78,0.0007
Cu,2,13,18.7801,0.0007
Cu,2,9,18.7801672,0.0000006
Cu,2,11,18.780169,0.0000006
Cu,2,3,18.7900769,0.0000009
Cu,2,1,18.8677977,0.0000009
Cu,2,11,18.8029869,0.0000006
Cu,2,9,18.8044761,0.0000006
Cu,2,5,18.8038136,0.0000006
Cu,2,3,18.8048899,0.0000007
Cu,2,7,18.8094378,0.0000005
Cu,2,5,18.8155445,0.0000005
Cu,2,7,18.8138034,0.0000004
Cu,2,9,18.8139718,0.0000006
Cu,2,5,18.917533,0.000006
Cu,2,1,18.942729,0.000006
Cu,2,5,18.962653,0.000006
Cu,2,3,18.9465253,0.0000009
Cu,2,5,18.9498038,0.0000006
Cu,2,3,18.99007,0.000005
Cu,2,7,19.0204422,0.0000007
Cu,2,5,19.0300455,0.0000006
Cu,2,5,19.022478,0.0000007
Cu,2,3,19.0263358,0.0000011
Cu,2,11,19.0253297,0.0000006
Cu,2,9,19.0260172,0.0000006
Cu,2,9,19.0310604,0.0000007
Cu,2,7,19.0314299,0.0000007
Cu,2,7,19.0337944,0.0000009
Cu,2,5,19.0338043,0.000001
Cu,2,11,19.0346658,0.0000006
Cu,2,13,19.0346679,0.0000009
Cu,2,7,19.0362108,0.0000009
Cu,2,9,19.0362132,0.0000007
Cu,2,7,19.037,0.0007
Cu,2,9,19.037,0.0007
Cu,2,9,19.0370365,0.0000006
Cu,2,11,19.0370383,0.0000009
Cu,2,13,19.0373,0.0007
Cu,2,15,19.0373,0.0007
Cu,2,11,19.038,0.0007
Cu,2,9,19.038,0.0007
Cu,2,13,19.0383,0.0007
Cu,2,11,19.0383,0.0007
Cu,2,3,19.0512343,0.0000007
Cu,2,1,19.0754355,0.0000014
Cu,2,7,19.0602068,0.0000006
Cu,2,9,19.062676,0.0000006
Cu,2,3,19.063034,0.0000009
Cu,2,5,19.0655317,0.0000007
Cu,2,7,19.0707093,0.0000007
Cu,2,5,19.0714896,0.0000007
Cu,2,7,19.074991,0.000005
Cu,2,3,19.121489,0.000005
Cu,2,7,19.1252836,0.0000006
Cu,2,5,19.1284372,0.000001
Cu,2,11,19.173089,0.0000007
Cu,2,13,19.1737913,0.0000006
Cu,2,3,19.174624,0.000009
Cu,2,7,19.1768992,0.0000007
Cu,2,5,19.1801432,0.0000025
Cu,2,9,19.1769789,0.0000007
Cu,2,7,19.1777366,0.000001
Cu,2,9,19.1772002,0.0000007
Cu,2,11,19.1772865,0.0000006
Cu,2,3,19.1788702,0.0000014
Cu,2,5,19.1788816,0.0000011
Cu,2,13,19.1796846,0.000001
Cu,2,15,19.1796883,0.000001
Cu,2,7,19.1798592,0.000001
Cu,2,5,19.1798607,0.0000009
Cu,2,5,19.18065,0.00025
Cu,2,7,19.18067,0.00025
Cu,2,7,19.1808015,0.000001
Cu,2,9,19.1808049,0.000001
Cu,2,17,19.18093,0.00025
Cu,2,15,19.18093,0.00025
Cu,2,7,19.1811,0.00025
Cu,2,9,19.18111,0.00025
Cu,2,11,19.1812124,0.0000009
Cu,2,9,19.1813765,0.0000009
Cu,2,11,19.1813776,0.0000009
Cu,2,9,19.18148,0.00025
Cu,2,11,19.18148,0.00025
Cu,2,13,19.18156,0.00025
Cu,2,15,19.18157,0.00025
Cu,2,11,19.18168,0.00025
Cu,2,13,19.18169,0.00025
Cu,2,3,19.182722,0.000004
Cu,2,3,19.188543,0.000003
Cu,2,1,19.247907,0.000003
Cu,2,11,19.1963145,0.000001
Cu,2,9,19.1972712,0.0000007
Cu,2,5,19.1968029,0.0000014
Cu,2,3,19.197586,0.0000016
Cu,2,7,19.2002848,0.0000007
Cu,2,5,19.204274,0.0000025
Cu,2,7,19.2030575,0.0000011
Cu,2,9,19.2031221,0.0000009
Cu,2,3,19.382067,0.0000022
Cu,2,5,19.3839224,0.0000011
Cu,2,7,19.404581,0.000003
Cu,2,5,19.4068047,0.0000019
Cu,2,11,19.4297986,0.0000009
Cu,2,9,19.4309657,0.0000009
Cu,2,9,19.4351,0.0009
Cu,2,11,19.4359419,0.000001
Cu,2,13,19.436639,0.000002
Cu,2,7,19.4361404,0.0000017
Cu,2,5,19.4361461,0.0000014
Cu,2,13,19.4367063,0.0000014
Cu,2,11,19.4367089,0.0000014
Cu,2,7,19.4376729,0.0000017
Cu,2,9,19.437676,0.0000017
Cu,2,9,19.4382,0.0009
Cu,2,9,19.4382237,0.0000017
Cu,2,11,19.4382247,0.0000017
Cu,2,11,19.4385,0.0009
Cu,2,9,19.4385,0.0009
Cu,2,5,19.44039,0.00025
Cu,2,7,19.44143,0.00025
Cu,2,11,19.44169,0.00025
Cu,2,13,19.4417376,0.0000012
Cu,2,11,19.45169,0.00025
Cu,2,9,19.4547003,0.0000014
Cu,2,5,19.460325,0.000007
Cu,2,5,19.6194,0.00025
Cu,2,7,19.6201,0.00025
Cu,2,3,19.6248,0.0005
Cu,2,5,19.6274,0.0006
Cu,2,3,19.6279,0.0005
Cu,2,11,19.62755,0.00025
Cu,2,9,19.6278,0.00025
Cu,2,7,19.6296,0.0005
Cu,2,5,19.6308,0.0006
Cu,2,7,19.6309,0.0005
Cu,2,9,19.63094,0.00025
Cu,2,3,19.661331,0.000017
Cu,2,9,19.695,0.001
Cu,2,9,19.6966,0.001
Cu,2,7,19.69728,0.00025
Cu,2,13,19.69758,0.00025
Cu,2,9,19.69809,0.00025
Cu,2,7,19.69823,0.00025
Cu,2,9,19.69824,0.00025
Cu,2,13,19.69835,0.00025
Cu,2,15,19.69836,0.00025
Cu,2,11,19.69836,0.00025
Cu,2,9,19.69866,0.00025
Cu,2,11,19.69867,0.00025
Cu,2,11,19.69878,0.00025
Cu,2,13,19.6988,0.00025
Cu,2,3,19.7056,0.0005
Cu,2,7,19.70866,0.00025
Cu,2,9,19.70936,0.00025
Cu,2,3,19.70987,0.00025
Cu,2,5,19.7106,0.0006
Cu,2,7,19.71341,0.00025
Cu,2,5,19.7135,0.0006
Cu,2,5,19.74737,0.00025
Cu,2,7,19.74788,0.00025
Cu,2,7,19.87622,0.00025
Cu,2,13,19.87642,0.00025
Cu,2,9,19.87677,0.00025
Cu,2,11,19.87696,0.00025
Cu,2,3,19.8824,0.0005
Cu,2,7,19.88439,0.00025
Cu,2,9,19.88486,0.00025
Cu,2,3,19.88521,0.00025
Cu,2,5,19.8857,0.0006
Cu,2,7,19.88762,0.00025
Cu,2,5,19.8877,0.0006
Cu,2,7,20.00414,0.00025
Cu,2,13,20.00428,0.00025
Cu,2,9,20.00455,0.00025
Cu,2,11,20.00468,0.00025
Cu,2,,20.29239,0.00006
Fe,1,9,0,
Fe,1,7,0.05156912,0.00000012
Fe,1,5,0.08728574,0.00000012
Fe,1,3,0.11011433,0.00000012
Fe,1,1,0.12126572,0.00000012
Fe,1,11,0.85899575,0.00000012
Fe,1,9,0.91460217,0.00000012
Fe,1,7,0.95815732,0.00000012
Fe,1,5,0.99011115,0.00000012
Fe,1,3,1.01105568,0.00000012
Fe,1,9,1.48486439,0.00000012
Fe,1,7,1.55735733,0.00000012
Fe,1,5,1.60789577,0.00000012
Fe,1,7,2.17594512,0.00000012
Fe,1,5,2.1978664,0.00000012
Fe,1,3,2.22271209,0.00000012
Fe,1,5,2.27860466,0.00000012
Fe,1,3,2.42419831,0.00000012
Fe,1,1,2.48437256,0.00000025
Fe,1,11,2.39920471,0.00000012
Fe,1,9,2.42543332,0.00000012
Fe,1,7,2.44955978,0.00000012
Fe,1,5,2.46883473,0.00000012
Fe,1,3,2.4821184,0.00000012
Fe,1,13,2.40407444,0.00000012
Fe,1,11,2.4326947,0.00000012
Fe,1,9,2.45343044,0.00000012
Fe,1,9,2.55917148,0.00000012
Fe,1,7,2.58810592,0.00000012
Fe,1,5,2.60850194,0.00000012
Fe,1,11,2.69240763,0.00000012
Fe,1,9,2.7275445,0.00000012
Fe,1,7,2.75857762,0.00000012
Fe,1,13,2.80829367,0.00000012
Fe,1,11,2.83252676,0.00000012
Fe,1,9,2.85122419,0.00000012
Fe,1,7,2.86539125,0.00000012
Fe,1,5,2.87550352,0.00000012
Fe,1,3,2.88199261,0.00000012
Fe,1,1,2.88515991,0.00000025
Fe,1,5,2.83159117,0.00000012
Fe,1,3,2.84504259,0.00000012
Fe,1,1,2.85805275,0.00000012
Fe,1,9,2.93984587,0.00000012
Fe,1,7,2.99804479,0.00000012
Fe,1,5,3.03847046,0.00000012
Fe,1,11,2.94879294,0.00000012
Fe,1,9,2.99035244,0.00000012
Fe,1,7,3.01762252,0.00000012
Fe,1,5,3.01725044,0.00000012
Fe,1,3,3.0713388,0.00000012
Fe,1,1,3.11096179,0.00000025
Fe,1,9,3.0468689,0.00000012
Fe,1,9,3.21118938,0.00000012
Fe,1,7,3.24096914,0.00000012
Fe,1,5,3.2657061,0.00000012
Fe,1,3,3.28302483,0.00000012
Fe,1,1,3.29183986,0.00000012
Fe,1,13,3.23672008,0.00000012
Fe,1,11,3.26711257,0.00000012
Fe,1,9,3.30140276,0.00000012
Fe,1,7,3.25148176,0.00000012
Fe,1,3,3.2739844,0.00000012
Fe,1,5,3.30092244,0.00000012
Fe,1,11,3.33201954,0.00000012
Fe,1,9,3.3682564,0.00000012
Fe,1,7,3.3965088,0.00000012
Fe,1,5,3.41695281,0.00000012
Fe,1,3,3.43018998,0.00000012
Fe,1,3,3.41489715,0.00000012
Fe,1,5,3.54652001,0.00000012
Fe,1,11,3.5732189,0.00000012
Fe,1,7,3.60252504,0.00000012
Fe,1,5,3.65369332,0.00000012
Fe,1,3,3.68638944,0.00000012
Fe,1,13,3.6343498,0.00000012
Fe,1,3,3.63521992,0.00000012
Fe,1,5,3.63977237,0.00000012
Fe,1,7,3.64164057,0.00000012
Fe,1,9,3.69459719,0.00000012
Fe,1,9,3.88160368,0.00000012
Fe,1,7,3.94332623,0.00000012
Fe,1,5,3.98410712,0.00000012
Fe,1,7,3.88350907,0.00000012
Fe,1,5,3.92860683,0.00000012
Fe,1,3,3.95972364,0.00000012
Fe,1,9,4.07581091,0.00000012
Fe,1,7,4.14264893,0.00000012
Fe,1,5,4.1863644,0.00000012
Fe,1,9,4.10337372,0.00000012
Fe,1,7,4.15435379,0.00000012
Fe,1,5,4.19086081,0.00000012
Fe,1,3,4.21758325,0.00000012
Fe,1,1,4.2305396,0.00000012
Fe,1,11,4.17769679,0.00000012
Fe,1,9,4.22036211,0.00000012
Fe,1,7,4.2562228,0.00000012
Fe,1,5,4.28330826,0.00000012
Fe,1,3,4.30127816,0.00000012
Fe,1,5,4.20888328,0.00000012
Fe,1,3,4.26045326,0.00000012
Fe,1,1,4.284348,0.00000012
Fe,1,5,4.29441489,0.00000012
Fe,1,11,4.31247059,0.00000012
Fe,1,13,4.32010008,0.00000025
Fe,1,9,4.37135106,0.00000012
Fe,1,7,4.41527878,0.00000012
Fe,1,5,4.44562726,0.00000012
Fe,1,11,4.38646275,0.00000012
Fe,1,9,4.43461275,0.00000012
Fe,1,7,4.47327202,0.00000012
Fe,1,9,4.54850612,0.00000012
Fe,1,7,4.60759327,0.00000012
Fe,1,5,4.65203107,0.00000012
Fe,1,7,4.55852281,0.00000012
Fe,1,5,4.60695104,0.00000012
Fe,1,3,4.63819369,0.00000012
Fe,1,5,4.58004944,0.00000012
Fe,1,7,4.58438864,0.00000012
Fe,1,9,4.59311043,0.00000012
Fe,1,7,4.73314079,0.00000012
Fe,1,5,4.79546566,0.00000012
Fe,1,3,4.83485507,0.00000012
Fe,1,9,4.91297355,0.00000012
Fe,1,7,4.95563019,0.00000012
Fe,1,5,4.98804995,0.00000012
Fe,1,3,5.00952178,0.00000012
Fe,1,1,5.02027939,0.00000012
Fe,1,5,4.96581946,0.00000012
Fe,1,7,4.98504395,0.00000012
Fe,1,9,5.01168158,0.00000012
Fe,1,11,4.99127081,0.00000012
Fe,1,9,5.03306811,0.00000012
Fe,1,7,5.06378173,0.00000012
Fe,1,5,5.08559017,0.00000012
Fe,1,3,5.09954435,0.00000012
Fe,1,5,5.06740926,0.00000012
Fe,1,3,5.1054724,0.00000012
Fe,1,1,5.11242705,0.00000012
Fe,1,5,5.07033256,0.00000012
Fe,1,7,5.2733878,0.00000012
Fe,1,5,5.31393522,0.00000025
Fe,1,3,5.34111814,0.00000025
Fe,1,13,5.30458359,0.00000025
Fe,1,11,5.32039963,0.00000012
Fe,1,9,5.33417031,0.00000025
Fe,1,7,5.34836675,0.00000012
Fe,1,5,5.35736031,0.00000025
Fe,1,11,5.30848946,0.00000012
Fe,1,9,5.35157038,0.00000012
Fe,1,7,5.38520741,0.00000012
Fe,1,5,5.40986861,0.00000012
Fe,1,3,5.42604198,0.00000012
Fe,1,13,5.31940082,0.00000025
Fe,1,9,5.386209,0.0000004
Fe,1,11,5.38836827,0.00000025
Fe,1,11,5.33029109,0.00000025
Fe,1,9,5.34482452,0.00000012
Fe,1,13,5.3711314,0.0000006
Fe,1,7,5.37173492,0.00000025
Fe,1,9,5.39325126,0.00000012
Fe,1,7,5.44571679,0.00000012
Fe,1,5,5.4780717,0.00000012
Fe,1,3,5.50628207,0.00000012
Fe,1,1,5.5122053,0.00000012
Fe,1,9,5.45809748,0.00000012
Fe,1,7,5.47591165,0.00000012
Fe,1,5,5.53763954,0.00000012
Fe,1,3,5.54962521,0.00000012
Fe,1,1,5.55782726,0.00000025
Fe,1,11,5.48551782,0.00000025
Fe,1,5,5.49069652,0.00000025
Fe,1,3,5.50221316,0.00000025
Fe,1,9,5.50676735,0.00000012
Fe,1,7,5.52366156,0.00000025
Fe,1,5,5.51876133,0.00000012
Fe,1,9,5.53924278,0.00000012
Fe,1,7,5.58689276,0.00000012
Fe,1,5,5.62068415,0.00000012
Fe,1,3,5.64241573,0.00000012
Fe,1,1,5.65307019,0.00000012
Fe,1,7,5.60664989,0.00000012
Fe,1,5,5.61423177,0.00000012
Fe,1,3,5.64769932,0.00000012
Fe,1,11,5.61584517,0.00000012
Fe,1,9,5.63240401,0.00000012
Fe,1,7,5.64908881,0.00000012
Fe,1,13,5.65471608,0.00000025
Fe,1,11,5.66931758,0.00000012
Fe,1,9,5.68259542,0.00000025
Fe,1,7,5.6925481,0.0000004
Fe,1,5,5.69892835,0.00000025
Fe,1,15,5.70054647,0.00000025
Fe,1,13,5.70661711,0.00000025
Fe,1,11,5.72011266,0.00000025
Fe,1,7,5.72027099,0.00000012
Fe,1,5,5.74214676,0.00000012
Fe,1,3,5.75415389,0.00000025
Fe,1,3,5.77776507,0.00000012
Fe,1,1,5.7866575,0.0000004
Fe,1,5,5.79341882,0.00000012
Fe,1,3,5.81508605,0.00000012
Fe,1,9,5.79264615,0.00000012
Fe,1,7,5.79564049,0.00000012
Fe,1,5,5.8134352,0.00000012
Fe,1,1,5.84852446,0.00000025
Fe,1,3,5.84923154,0.00000012
Fe,1,9,5.81351269,0.00000012
Fe,1,7,5.83875215,0.00000012
Fe,1,5,5.85168345,0.00000012
Fe,1,13,5.82506529,0.00000025
Fe,1,11,5.8282952,0.00000012
Fe,1,9,5.84045966,0.00000012
Fe,1,11,5.82793998,0.00000012
Fe,1,9,5.87411777,0.00000012
Fe,1,7,5.92093198,0.00000012
Fe,1,5,5.9557884,0.00000012
Fe,1,3,5.9786822,0.00000012
Fe,1,7,5.82938837,0.00000012
Fe,1,5,5.84412959,0.00000012
Fe,1,3,5.86098438,0.00000012
Fe,1,13,5.87231021,0.00000025
Fe,1,11,5.87935896,0.00000012
Fe,1,9,5.90041395,0.00000012
Fe,1,7,5.91320801,0.00000012
Fe,1,5,5.93030716,0.00000012
Fe,1,5,5.87929188,0.00000012
Fe,1,9,5.88338708,0.00000012
Fe,1,3,5.89614419,0.00000012
Fe,1,11,5.90240588,0.00000012
Fe,1,9,5.94256226,0.00000012
Fe,1,7,5.96648265,0.00000012
Fe,1,5,5.98085478,0.00000012
Fe,1,3,5.99471113,0.00000012
Fe,1,9,5.92794713,0.00000012
Fe,1,7,5.93068755,0.00000025
Fe,1,11,5.93072834,0.00000012
Fe,1,13,5.93328155,0.00000025
Fe,1,11,5.97991659,0.00000012
Fe,1,9,5.99610917,0.00000012
Fe,1,7,6.01021907,0.00000025
Fe,1,9,5.9463987,0.00000012
Fe,1,7,6.01718438,0.00000012
Fe,1,5,6.06634697,0.00000012
Fe,1,7,5.94709859,0.00000012
Fe,1,5,5.97150625,0.00000012
Fe,1,3,5.98718095,0.00000012
Fe,1,13,5.9634283,0.00000012
Fe,1,5,5.98901244,0.00000012
Fe,1,1,6.00828827,0.00000025
Fe,1,3,6.01523448,0.00000012
Fe,1,11,5.99867825,0.00000012
Fe,1,9,6.03834476,0.00000012
Fe,1,9,6.08872711,0.00000012
Fe,1,7,6.10533975,0.00000012
Fe,1,5,6.12892712,0.00000025
Fe,1,7,6.09196644,0.00000012
Fe,1,5,6.10530689,0.00000012
Fe,1,3,6.11212776,0.00000025
Fe,1,11,6.11891044,0.00000012
Fe,1,9,6.14449991,0.00000012
Fe,1,7,6.17506487,0.00000012
Fe,1,5,6.20026651,0.00000012
Fe,1,3,6.21813227,0.00000012
Fe,1,13,6.12905507,0.00000025
Fe,1,11,6.15016512,0.00000025
Fe,1,9,6.165361,0.00000025
Fe,1,11,6.13237029,0.00000012
Fe,1,9,6.15307342,0.00000012
Fe,1,7,6.18068544,0.00000012
Fe,1,7,6.13438193,0.00000012
Fe,1,13,6.16922335,0.00000025
Fe,1,11,6.20568115,0.00000012
Fe,1,9,6.23680503,0.00000012
Fe,1,7,6.25289818,0.00000012
Fe,1,5,6.26811563,0.00000012
Fe,1,3,6.27700207,0.00000025
Fe,1,1,6.28100019,0.00000025
Fe,1,1,6.19317735,0.00000025
Fe,1,3,6.20456765,0.00000012
Fe,1,5,6.22237439,0.00000012
Fe,1,9,6.22223912,0.00000012
Fe,1,7,6.27711812,0.00000012
Fe,1,5,6.31094101,0.00000012
Fe,1,13,6.24162851,0.00000012
Fe,1,11,6.30254306,0.00000012
Fe,1,7,6.34164892,0.00000012
Fe,1,9,6.34703293,0.00000012
Fe,1,3,6.34898259,0.00000012
Fe,1,5,6.36423934,0.00000012
Fe,1,11,6.24606454,0.00000012
Fe,1,9,6.29938878,0.00000012
Fe,1,7,6.30606149,0.00000012
Fe,1,5,6.32302612,0.00000012
Fe,1,3,6.32915863,0.00000012
Fe,1,9,6.25167222,0.00000012
Fe,1,7,6.26546671,0.00000012
Fe,1,5,6.28582776,0.00000012
Fe,1,3,6.30832866,0.00000012
Fe,1,1,6.32083991,0.00000025
Fe,1,9,6.25813812,0.00000012
Fe,1,7,6.27499663,0.00000012
Fe,1,5,6.30600086,0.00000012
Fe,1,13,6.26404671,0.00000012
Fe,1,11,6.28647868,0.00000012
Fe,1,9,6.32066224,0.00000012
Fe,1,7,6.35034852,0.00000012
Fe,1,5,6.36908625,0.00000012
Fe,1,7,6.27197352,0.00000025
Fe,1,9,6.27533411,0.00000025
Fe,1,15,6.28000199,0.00000025
Fe,1,13,6.31920567,0.00000012
Fe,1,11,6.35153108,0.00000012
Fe,1,9,6.36471779,0.00000012
Fe,1,7,6.38029108,0.00000012
Fe,1,5,6.39011087,0.00000012
Fe,1,3,6.39346861,0.00000025
Fe,1,11,6.3252597,0.00000012
Fe,1,9,6.37048876,0.00000012
Fe,1,7,6.39994976,0.00000012
Fe,1,5,6.42578026,0.00000012
Fe,1,3,6.44046048,0.00000012
Fe,1,13,6.32606584,0.00000025
Fe,1,11,6.33171407,0.00000025
Fe,1,9,6.37391903,0.00000025
Fe,1,9,6.33269478,0.00000012
Fe,1,7,6.36800089,0.00000012
Fe,1,5,6.40130429,0.00000012
Fe,1,3,6.42583493,0.00000012
Fe,1,1,6.4399302,0.00000012
Fe,1,11,6.33598817,0.00000012
Fe,1,9,6.3804339,0.00000012
Fe,1,7,6.39809335,0.00000012
Fe,1,5,6.41060472,0.00000012
Fe,1,3,6.41673983,0.00000012
Fe,1,5,6.34165661,0.00000012
Fe,1,5,6.34815078,0.00000025
Fe,1,9,6.3609602,0.00000012
Fe,1,7,6.36848691,0.00000012
Fe,1,7,6.35967275,0.00000012
Fe,1,5,6.41493251,0.00000012
Fe,1,3,6.4521243,0.00000012
Fe,1,9,6.36664959,0.00000012
Fe,1,7,6.41873101,0.00000012
