#element,sp_num,ritz_wl_vac(nm),Aki(s^-1),Ei(eV),Ek(eV),g_i,g_k,Type
Co,2,162.67038,60000000,5.87013664,13.4919431,11,9,
Co,2,162.85188,12000000,6.38670726,14.000011,7,5,
Co,2,162.87741,70000000,5.83698934,13.4491073,13,11,
Co,2,162.9273,2900000,5.9699557,13.5797697,7,7,
Co,2,163.0457,1400000,1.40373174,9.0079637,5,5,
Co,2,163.23293,60000000,1.64411577,9.239664,5,3,
Co,2,163.3632,500000,1.40373174,8.99320722,5,7,
Co,2,163.9267,100000000,1.44457424,9.0079637,5,5,
Co,2,164.1229,5000000,1.6853529,9.239664,1,3,
Co,2,164.24134,51000000,6.02018319,13.5690876,11,9,
Co,2,164.24734,44000000,1.44457424,8.99320722,5,7,
Co,2,164.40776,27000000,6.11840992,13.6596619,9,7,
Co,2,164.84725,38000000,6.2037165,13.7248731,7,5,
Co,2,165.35787,29000000,6.16172739,13.6596619,9,7,
Co,2,165.93732,6000000,6.02018319,13.4919431,11,9,
Co,2,166.12642,100000000,1.44457424,8.9078234,5,5,
Co,2,166.2443,4000000,3.00877191,10.4666902,3,3,
Co,2,166.28902,13000000,6.2037165,13.6596619,7,7,
Co,2,166.40673,15000000,6.11840992,13.5690876,9,9,
Co,2,166.99064,53000000,1.64411577,9.0687421,5,3,
Co,2,167.24943,12000000,6.24653767,13.6596619,7,7,
Co,2,167.26816,28000000,6.31257177,13.7248731,5,5,
Co,2,167.3662,1900000,1.32766384,8.7356214,7,7,
Co,2,167.3793,8000000,6.16172739,13.5690876,9,9,
Co,2,167.39188,31000000,1.66192399,9.0687421,3,3,
Co,2,167.9048,400000,0.49953085,7.88378161,9,7,
Co,2,167.923,31000000,1.6853529,9.0687421,1,3,
Co,2,167.9674,9000000,1.40373174,8.78515492,5,3,
Co,2,168.0901,2000000,6.2037165,13.5797697,7,7,
Co,2,168.14755,8000000,6.11840992,13.4919431,9,9,
Co,2,168.36866,110000000,1.64411577,9.0079637,5,5,
Co,2,168.5486,9000000,3.08552036,10.4415404,5,7,
Co,2,168.75284,4900000,6.31257177,13.6596619,5,7,
Co,2,168.78456,9000000,1.21663958,8.5623404,9,7,
Co,2,168.90248,32000000,1.44457424,8.78515492,5,3,
Co,2,169.07165,5100000,6.24653767,13.5797697,7,7,
Co,2,169.14124,12000000,6.16172739,13.4919431,9,9,
Co,2,169.1799,3000000,6.31257177,13.6411044,5,5,
Co,2,169.31833,3400000,6.24653767,13.5690876,7,9,
Co,2,169.334,600000,0.56546577,7.88737753,7,5,
Co,2,169.6967,12000000,1.32766384,8.63389048,7,5,
Co,2,170.0515,4300000,1.44457424,8.7356214,5,7,
Co,2,170.38332,2600000,6.16172739,13.43850121,9,9,
Co,2,170.473,6000000,6.38670726,13.6596619,7,7,
Co,2,170.60601,39000000,1.44457424,8.71186315,5,3,
Co,2,171.1088,17000000,1.66192399,8.9078234,3,5,
Co,2,171.12124,2600000,6.24653767,13.4919431,7,9,
Co,2,171.26166,2500000,1.21663958,8.45609577,9,11,
Co,2,172.30158,21000000,0.41540831,7.61117297,11,9,
Co,2,172.36634,1300000,6.38670726,13.5797697,7,7,
Co,2,172.5232,800000,3.11785953,10.3044045,9,7,
Co,2,172.58373,11000000,6.47566059,13.6596619,5,7,
Co,2,172.62269,7000000,6.38670726,13.5690876,7,9,
Co,2,173.27682,4600000,1.21663958,8.37191162,9,7,
Co,2,173.29507,2400000,1.44457424,8.59907782,5,7,
Co,2,173.41312,60000000,1.44457424,8.5942222,5,3,
Co,2,173.62211,21000000,1.64411577,8.78515492,5,3,
Co,2,174.1895,5000000,1.44457424,8.5623404,5,7,
Co,2,174.1901,6000000,6.24653767,13.36428415,7,9,
Co,2,174.3395,3200000,0.49953085,7.61117297,9,9,
Co,2,174.35639,7000000,6.31257177,13.4235319,5,7,
Co,2,174.497,9000000,6.38670726,13.4919431,7,9,
Co,2,174.5247,4200000,6.47566059,13.5797697,5,7,
Co,2,174.6025,7000000,5.0455404,12.1464464,9,7,
Co,2,174.63034,14000000,1.6853529,8.78515492,1,3,
Co,2,174.7305,800000,1.32766384,8.42340833,7,5,
Co,2,174.7884,19000000,0.49953085,7.5928848,9,7,
Co,2,174.8332,9000000,1.64411577,8.7356214,5,7,
Co,2,175.42237,60000000,1.64411577,8.71186315,5,3,
Co,2,175.5205,44000000,5.1223018,12.1861143,7,5,
Co,2,175.6819,500000,5.0892165,12.1464464,9,7,
Co,2,175.7136,600000,5.174871,12.2308572,5,5,
Co,2,175.86561,43000000,1.66192399,8.71186315,3,3,
Co,2,176.0509,13000000,5.0455404,12.0880165,9,7,
Co,2,176.1435,19000000,3.36068394,10.3995253,13,11,
Co,2,176.2665,12000000,3.40762796,10.4415404,7,7,
Co,2,176.3683,19000000,0.56546577,7.5953115,7,5,
Co,2,176.429,6000000,0.56546577,7.5928848,7,7,
Co,2,176.45189,5000000,1.6853529,8.71186315,1,3,
Co,2,176.51166,9000000,5.1223018,12.1464464,7,7,
Co,2,177.3332,1900000,5.1223018,12.1138831,7,9,
Co,2,177.3793,3000000,1.64411577,8.63389048,5,5,
Co,2,177.4059,36000000,5.0455404,12.03425891,9,9,
Co,2,177.5872,8000000,0.61372947,7.5953115,5,5,
Co,2,177.6464,600000,0.61372947,7.5928848,5,7,
Co,2,177.7681,31000000,0.64530031,7.6198362,3,1,
Co,2,177.7863,1400000,5.0455404,12.01929228,9,11,
Co,2,177.83262,14000000,1.66192399,8.63389048,3,5,
Co,2,177.9756,48000000,5.0455404,12.01187555,9,9,
Co,2,177.9921,22000000,5.1223018,12.0880165,7,7,
Co,2,178.02119,2300000,1.44457424,8.4091525,5,3,
Co,2,178.10835,10000000,0.64530031,7.6064638,3,3,
Co,2,178.394,900000,0.64530031,7.5953115,3,5,
Co,2,178.5026,18000000,5.1223018,12.0680869,7,7,
Co,2,178.697,1100000,3.45942707,10.397663,9,7,
Co,2,178.7972,18000000,3.40572046,10.3401165,11,9,
Co,2,178.8487,1700000,1.66192399,8.5942222,3,3,
Co,2,178.9218,3000000,5.174871,12.1043831,5,5,
Co,2,178.93112,800000,1.40373174,8.332886,5,5,
Co,2,178.9802,600000,1.44457424,8.37191162,5,7,
Co,2,179.2096,29000000,5.0455404,11.963992,9,7,
Co,2,179.21388,13000000,1.64411577,8.5623404,5,7,
Co,2,179.3465,24000000,5.174871,12.0880165,5,7,
Co,2,179.45654,5000000,1.6853529,8.5942222,1,3,
Co,2,179.8634,1100000,5.174871,12.0680869,5,7,
Co,2,179.93088,36000000,5.1223018,12.0129488,7,5,
Co,2,179.9589,400000,5.1223018,12.01187555,7,9,
Co,2,180.0451,1900000,5.0455404,11.93181697,9,11,
Co,2,180.1909,1300000,3.45942707,10.3401165,9,9,
Co,2,180.4537,25000000,5.174871,12.0455285,5,3,
Co,2,180.49543,100000000,2.35244233,9.22154694,9,11,
Co,2,180.89218,100000000,5.0455404,11.8995792,9,9,
Co,2,181.1324,21000000,3.45942707,10.3044045,9,7,
Co,2,181.21871,90000000,5.1223018,11.963992,7,7,
Co,2,181.31431,51000000,5.174871,12.0129488,5,5,
Co,2,181.3398,29000000,5.208406,12.0455285,3,3,
Co,2,181.85662,150000000,5.0455404,11.8632252,9,7,
Co,2,182.17685,280000000,5.1223018,11.9280041,7,5,
Co,2,182.61166,24000000,5.0455404,11.83504147,9,11,
Co,2,182.7834,4000000,6.38670726,13.1698344,7,9,
Co,2,182.82939,900000,1.40373174,8.18514505,5,7,
Co,2,182.8865,1400000,1.64411577,8.42340833,5,5,
Co,2,182.94098,1400000,5.1223018,11.8995792,7,9,
Co,2,183.18871,4100000,1.21663958,7.98475087,9,9,
Co,2,183.3287,1300000,1.21663958,7.97962921,9,7,
Co,2,183.36836,4900000,1.66192399,8.42340833,3,5,
Co,2,183.46404,18000000,1.66192399,8.41988259,3,1,
Co,2,183.59501,150000000,5.174871,11.9280041,5,5,
Co,2,183.59975,2000000,1.32766384,8.0806281,7,7,
Co,2,183.75559,4000000,1.66192399,8.4091525,3,3,
Co,2,183.92762,270000000,5.1223018,11.8632252,7,7,
Co,2,183.93725,80000000,1.44457424,8.18514505,5,7,
Co,2,184.02273,420000000,5.0455404,11.7829815,9,9,
Co,2,184.13299,1600000,1.32766384,8.06107009,7,5,
Co,2,184.28649,4200000,1.64411577,8.37191162,5,7,
Co,2,184.39611,7000000,1.6853529,8.4091525,1,3,
Co,2,184.5117,200000000,5.208406,11.9280041,3,5,
Co,2,184.59273,220000000,2.35244233,9.06907725,9,9,
Co,2,185.16471,12000000,1.44457424,8.14046139,5,3,
Co,2,185.25441,2200000,1.21663958,7.90928888,9,9,
Co,2,185.37332,150000000,5.174871,11.8632252,5,7,
Co,2,185.96298,4600000,1.21663958,7.88378161,9,7,
Co,2,186.02199,17000000,1.44457424,8.10960371,5,5,
Co,2,186.14352,80000000,5.1223018,11.7829815,7,9,
Co,2,186.22906,12000000,1.21663958,7.87425876,9,9,
Co,2,186.23687,14000000,1.40373174,8.06107009,5,5,
Co,2,186.24386,700000,1.32766384,7.98475087,7,9,
Co,2,186.3873,14000000,1.32766384,7.97962921,7,7,
Co,2,186.4162,7000000,5.62624844,12.27722876,9,7,
Co,2,186.70169,44000000,2.35244233,8.99320722,9,7,
Co,2,186.83427,1500000,1.44457424,8.0806281,5,7,
Co,2,188.3246,1000000,5.75940077,12.3429444,5,3,
Co,2,188.5433,1300000,1.40373174,7.97962921,5,7,
Co,2,188.55405,3000000,2.35244233,8.92796723,9,9,
Co,2,189.00855,4900000,1.32766384,7.88737753,7,5,
Co,2,189.38724,900000,1.32766384,7.87425876,7,9,
Co,2,189.54845,21000000,1.64411577,8.18514505,5,7,
Co,2,189.64827,2000000,2.35244233,8.89003402,9,11,
Co,2,189.72168,600000,1.44457424,7.97962921,5,7,
Co,2,189.7496,12000000,5.74305123,12.27722876,9,7,
Co,2,189.8885,500000,3.86823409,10.397663,5,7,
Co,2,189.90113,1700000,1.32766384,7.85654799,7,5,
Co,2,190.31913,8000000,1.40373174,7.91827191,5,3,
Co,2,190.85225,18000000,1.64411577,8.14046139,5,3,
Co,2,191.37682,1500000,1.66192399,8.14046139,3,3,
Co,2,191.5856,12000000,5.83210573,12.3035919,7,5,
Co,2,191.7631,24000000,1.64411577,8.10960371,5,5,
Co,2,191.91033,12000000,1.66192399,8.1224517,3,1,
Co,2,192.07144,8000000,1.6853529,8.14046139,1,3,
Co,2,192.2531,9000000,5.8938821,12.3429444,5,3,
Co,2,192.25628,6000000,1.44457424,7.8934778,5,3,
Co,2,192.29275,9000000,1.66192399,8.10960371,3,5,
Co,2,192.3679,4600000,5.83210573,12.27722876,7,7,
Co,2,192.54567,600000,1.44457424,7.88378161,5,7,
Co,2,192.62638,600000,1.64411577,8.0806281,5,7,
Co,2,193.36363,1000000,1.44457424,7.85654799,5,5,
Co,2,193.4091,13000000,5.93249276,12.3429444,3,3,
Co,2,193.59608,500000,1.64411577,8.04838837,5,5,
Co,2,193.70765,27000000,1.66192399,8.06250794,3,3,
Co,2,194.0395,5300000,6.16172739,12.5513674,9,11,
Co,2,194.12852,77000000,0,6.38670726,9,7,
Co,2,194.13603,1600000,1.66192399,8.04838837,3,5,
Co,2,194.2283,800000,5.8938821,12.27722876,5,7,
Co,2,194.23581,7000000,2.35244233,8.7356214,9,7,
Co,2,194.41933,13000000,1.6853529,8.06250794,1,3,
Co,2,194.6029,2800000,5.93249276,12.3035919,3,5,
Co,2,195.01009,74000000,0.11782516,6.47566059,7,5,
Co,2,195.30792,33000000,1.66192399,8.01006448,3,1,
Co,2,195.5471,1500000,2.72881087,9.06907725,9,9,
Co,2,195.74286,96000000,0.19802719,6.53206212,5,3,
Co,2,196.8938,18000000,1.44457424,7.74158302,5,3,
Co,2,197.50151,1700000,0.19802719,6.47566059,5,5,
Co,2,198.1736,2100000,1.66192399,7.91827191,3,3,
Co,2,198.39501,12000000,1.64411577,7.8934778,5,3,
Co,2,198.48447,6800000,0,6.24653767,9,7,
Co,2,198.58887,500000,1.64411577,7.88737753,5,5,
Co,2,198.70328,3800000,1.64411577,7.88378161,5,7,
Co,2,198.91851,1000000,1.6853529,7.91827191,1,3,
Co,2,198.96195,15000000,1.66192399,7.8934778,3,3,
Co,2,199.15693,3100000,1.66192399,7.88737753,3,5,
Co,2,199.37101,12000000,7.98475087,14.20351918,9,11,
Co,2,199.57429,1900000,1.64411577,7.85654799,5,5,
Co,2,199.66601,500000,1.64411577,7.85369635,5,7,
Co,2,199.7128,6000000,1.6853529,7.8934778,1,3,
Co,2,199.7128,500000,7.90928888,14.11741017,9,11,
Co,2,199.9478,300000,7.87425876,14.0750852,9,7,
Co,2,200.07929,2400000,0.11782516,6.31257177,7,5,
Co,2,200.275,3600000,0.19802719,6.38670726,5,7,
Co,2,200.82281,4300000,2.68109977,8.85292357,11,13,
Co,2,200.8649,11000000,7.88378161,14.0543073,7,7,
Co,2,201.151622,61000000,0,6.16172739,9,9,
Co,2,201.1681,3900000,2.72881087,8.89003402,9,11,
Co,2,201.21726,2800000,7.87425876,14.0339805,9,7,
Co,2,201.4,1500000,3.08552036,9.239664,5,3,
Co,2,201.44395,1200000,7.61117297,13.7639617,9,11,
Co,2,201.5704,3100000,2.77903526,8.92796723,7,9,
Co,2,201.9861,700000,2.23561202,8.37191162,5,7,
Co,2,202.10521,16000000,7.98475087,14.11741017,9,11,
Co,2,202.235371,75000000,0.11782516,6.24653767,7,7,
Co,2,202.575944,20300000,0,6.11840992,9,9,
Co,2,202.704022,87000000,0.19802719,6.31257177,5,5,
Co,2,203.0649,1700000,3.11785953,9.22154694,9,11,
Co,2,203.271841,39000000,1.64411577,7.74158302,5,3,
Co,2,203.65851,9000000,0.11782516,6.2037165,7,7,
Co,2,203.86732,23000000,1.66192399,7.74158302,3,3,
Co,2,204.11209,7000000,8.10960371,14.1819783,5,7,
Co,2,204.19674,38000000,8.18514505,14.2549989,7,9,
Co,2,204.656119,8000000,1.6853529,7.74158302,1,3,
Co,2,204.66958,70000000,8.10960371,14.1654348,5,3,
Co,2,204.74625,460000000,6.94441385,12.9979794,5,7,
Co,2,204.89299,13000000,7.98475087,14.0339805,9,7,
Co,2,204.91731,4800000,0.19802719,6.24653767,5,7,
Co,2,205.0728,220000,0.11782516,6.16172739,7,9,
Co,2,205.13461,11000000,3.02663766,9.0687421,1,3,
Co,2,205.22852,10000000,8.07807155,14.11741017,9,11,
Co,2,205.4082,2500000,6.94441385,12.978475,5,3,
Co,2,205.41586,510000000,6.94441385,12.9782472,5,5,
Co,2,205.79411,540000000,6.94441385,12.967159,5,3,
Co,2,205.84113,70000000,7.98475087,14.0061207,9,7,
Co,2,205.88169,9700000,0,6.02018319,9,11,
Co,2,206.378617,20000000,0.19802719,6.2037165,5,7,
Co,2,206.44566,52000000,7.74158302,13.7453258,3,1,
Co,2,206.46283,29000000,7.74158302,13.7448183,3,3,
Co,2,206.554189,14800000,0.11782516,6.11840992,7,9,
Co,2,206.68327,20000000,8.18514505,14.1819783,7,7,
Co,2,207.15371,23000000,3.08552036,9.0687421,5,3,
Co,2,207.34136,2200000,7.98475087,13.9625535,9,7,
Co,2,207.7387,6000000,8.07807155,14.0443102,9,9,
Co,2,207.87889,1400000,1.64411577,7.6064638,5,3,
Co,2,207.90615,11000000,7.74158302,13.70315206,3,5,
Co,2,208.16837,25000000,8.10960371,14.0636672,5,3,
Co,2,208.267839,123000000,3.11785953,9.06907725,9,9,
Co,2,208.49603,14000000,8.10960371,14.0543073,5,7,
Co,2,208.74931,1300000,8.06250794,14.000011,3,5,
Co,2,209.0214,6000000,3.13897205,9.0687421,3,3,
Co,2,209.08879,80000000,8.18514505,14.1129982,7,9,
Co,2,209.10562,500000,0,5.9273737,9,9,
Co,2,209.2799,13000000,3.08552036,9.0079637,5,5,
Co,2,209.38834,700000,8.0806281,14.000011,7,5,
Co,2,209.42498,800000,0.61372947,6.53206212,5,3,
Co,2,209.49928,5100000,8.332886,14.2491294,5,7,
Co,2,209.71376,700000,0.56546577,6.47566059,7,5,
Co,2,209.81872,15000000,8.332886,14.2401227,5,3,
Co,2,209.85476,4100000,2.20338605,8.10960371,7,5,
Co,2,209.89191,15000000,7.91827191,13.82344934,3,5,
Co,2,210.10985,13000000,3.00877191,8.9078234,3,5,
Co,2,210.41823,9000000,8.10960371,14.000011,5,5,
Co,2,210.5325,600000,0.49953085,6.38670726,9,7,
Co,2,210.5479,1200000,0.64530031,6.53206212,3,3,
Co,2,210.63007,3800000,8.07807155,13.9625535,9,7,
Co,2,210.74411,6000000,8.04838837,13.9296828,5,5,
Co,2,210.95754,49000000,3.11785953,8.99320722,9,7,
Co,2,211.14488,1900000,0,5.87013664,9,11,
Co,2,211.186,2000000,3.13897205,9.0079637,3,5,
Co,2,211.25153,11000000,8.06250794,13.9296828,3,5,
Co,2,211.26644,3000000,2.27370158,8.14046139,3,3,
Co,2,211.42571,6000000,3.20639528,9.0687421,1,3,
Co,2,211.4401,500000,0.61372947,6.47566059,5,5,
Co,2,211.4774,1000000,3.36068394,9.22154694,13,11,
Co,2,211.49046,16000000,7.88737753,13.7479256,5,7,
Co,2,211.7121,800000,2.68109977,8.53549724,11,9,
Co,2,211.79451,500000,0.11782516,5.9699557,7,7,
Co,2,211.82323,14000000,7.8934778,13.7448183,3,3,
Co,2,211.90466,26000000,8.332886,14.1819783,5,7,
Co,2,212.07409,19000000,7.88378161,13.7282008,7,9,
Co,2,212.23966,17000000,8.01006448,13.8499267,1,3,
Co,2,212.38358,2500000,2.27370158,8.10960371,3,5,
Co,2,212.500181,29000000,2.35244233,8.18514505,9,7,
Co,2,212.61986,17000000,8.10960371,13.9390298,5,5,
Co,2,212.87976,70000000,3.08552036,8.9078234,5,5,
Co,2,212.9612,14000000,8.10960371,13.9296828,5,5,
Co,2,212.96235,9000000,2.77903526,8.59907782,7,7,
Co,2,212.98081,21000000,3.42012122,9.239664,3,3,
Co,2,213.32665,19000000,3.11785953,8.92796723,9,9,
Co,2,213.34703,500000,0.11782516,5.9273737,7,9,
Co,2,213.45237,8000000,2.72881087,8.53549724,9,9,
Co,2,213.6459,300000,0.19802719,5.99940219,5,5,
Co,2,213.8971,3500000,8.37191162,14.1665331,7,5,
Co,2,214.0663,3200000,5.83210573,11.62212849,7,9,
Co,2,214.61847,26000000,5.62624844,11.40138467,9,7,
Co,2,214.69886,600000,0.61372947,6.38670726,5,7,
Co,2,214.70595,3000000,8.45609577,14.22888473,11,13,
Co,2,214.85246,12000000,3.13897205,8.9078234,3,5,
Co,2,215.1037,2100000,3.45942707,9.22154694,9,11,
Co,2,215.14759,31000000,8.06250794,13.82344934,3,5,
Co,2,215.20578,12000000,8.46949859,14.22888473,13,13,
Co,2,215.28046,15000000,8.4091525,14.1665331,3,5,
Co,2,215.32983,7000000,5.60380197,11.35986063,11,13,
Co,2,215.36673,7000000,8.04838837,13.8034674,5,5,
Co,2,215.48213,6000000,5.87013664,11.62212849,11,9,
Co,2,215.6689,400000,0.49953085,6.24653767,9,7,
Co,2,215.69522,1290000,0.41540831,6.16172739,11,9,
Co,2,215.70373,60000000,5.69980603,11.44589487,7,5,
Co,2,215.72357,15000000,8.41988259,14.1654348,1,3,
Co,2,215.8917,8000000,8.37191162,14.1129982,7,9,
Co,2,215.89642,50000000,8.06250794,13.8034674,3,5,
Co,2,216.13004,100000000,8.01006448,13.7448183,1,3,
Co,2,216.141,5000000,0.19802719,5.93249276,5,3,
Co,2,216.37793,400000,2.35244233,8.0806281,9,7,
Co,2,216.4047,60000000,8.1224517,13.8499267,1,3,
Co,2,216.4447,31000000,5.75940077,11.485877,5,3,
Co,2,216.5924,22000000,5.60380197,11.3263136,11,9,
Co,2,216.69637,3700000,8.10960371,13.8293666,5,7,
Co,2,217.14247,3100000,5.74305123,11.4510789,9,11,
Co,2,217.18269,8000000,5.62624844,11.33320886,9,7,
Co,2,217.28814,500000,0.49953085,6.2037165,9,7,
Co,2,217.32697,9000000,8.37191162,14.0750852,7,7,
Co,2,217.33008,80000000,3.00877191,8.71186315,3,3,
Co,2,217.33476,2400000,0.41540831,6.11840992,11,9,
Co,2,217.33476,38000000,8.4091525,14.1120688,3,5,
Co,2,217.399958,17000000,2.35244233,8.05370134,9,11,
Co,2,217.49249,500000,0.61372947,6.31257177,5,5,
Co,2,217.54393,13000000,5.75940077,11.45688372,5,7,
Co,2,217.55721,43000000,5.75940077,11.4565367,5,3,
Co,2,217.56829,34000000,5.62624844,11.32309646,9,11,
Co,2,217.57781,40000000,5.69980603,11.39640435,7,9,
Co,2,217.58418,34000000,8.04838837,13.7448183,5,3,
Co,2,217.64545,600000,7.87425876,13.5690876,9,9,
Co,2,217.68232,44000000,8.10960371,13.8034674,5,5,
Co,2,217.85652,160000000,3.42012122,9.1094329,3,1,
Co,2,218.01315,45000000,3.02663766,8.71186315,1,3,
Co,2,218.02609,50000000,5.60380197,11.28869072,11,9,
Co,2,218.06043,19000000,2.20338605,7.88737753,7,5,
Co,2,218.09273,190000000,8.01006448,13.6932161,1,3,
Co,2,218.10543,390000000,8.06250794,13.7453258,3,1,
Co,2,218.125,80000000,8.06250794,13.7448183,3,3,
Co,2,218.1726,1300000,0.56546577,6.24653767,7,7,
Co,2,218.19851,20000000,2.20338605,7.88378161,7,7,
Co,2,218.21228,500000,7.97962921,13.6596619,7,7,
Co,2,218.2632,35000000,7.87425876,13.55297099,9,9,
Co,2,218.274,400000,5.74305123,11.42150371,9,9,
Co,2,218.378,1700000,5.60380197,11.2795294,11,13,
Co,2,218.50621,1000000,8.37191162,14.0443102,7,9,
Co,2,218.54779,69000000,8.45609577,14.12741483,11,13,
Co,2,218.60665,18000000,8.37191162,14.0416997,7,9,
Co,2,218.67492,104000000,8.53549724,14.20351918,9,11,
Co,2,218.70394,2600000,0.64530031,6.31257177,3,5,
Co,2,218.7525,80000000,8.53376431,14.19978019,11,9,
Co,2,218.7683,1000000,5.69980603,11.36530142,7,7,
Co,2,218.8555,1600000,3.40572046,9.06907725,11,9,
Co,2,218.89043,8000000,5.62624844,11.28869072,9,9,
Co,2,218.89992,1290000,0.49953085,6.16172739,9,9,
Co,2,218.93279,180000000,8.04838837,13.709736,5,7,
Co,2,218.93279,8000000,8.45609577,14.11741017,11,11,
Co,2,218.99299,240000,7.90928888,13.5690876,9,9,
Co,2,219.04942,21000000,5.74305123,11.40138467,9,7,
Co,2,219.06555,122000000,8.46949859,14.12741483,13,13,
Co,2,219.0675,200000000,2.23561202,7.8934778,5,3,
Co,2,219.094934,7000000,2.35244233,8.00959966,9,11,
Co,2,219.14899,60000000,5.80077542,11.4565367,3,3,
Co,2,219.18765,110000000,8.04838837,13.70315206,5,5,
Co,2,219.22714,98000000,8.45609577,14.10984168,11,13,
Co,2,219.24979,120000000,2.20338605,7.85654799,7,5,
Co,2,219.30738,16000000,8.42340833,14.0750852,5,7,
Co,2,219.36046,200000000,2.20338605,7.85369635,7,7,
Co,2,219.4096,2700000,2.98484767,8.63389048,5,5,
Co,2,219.4256,4200000,3.42012122,9.0687421,3,3,
Co,2,219.44345,1100000,2.23561202,7.88378161,5,7,
Co,2,219.45363,87000000,8.46949859,14.11741017,13,11,
Co,2,219.48353,290000000,8.53376431,14.1809062,11,11,
Co,2,219.50928,50000000,8.53549724,14.1819783,9,7,
Co,2,219.52076,1800000,3.13897205,8.78515492,3,3,
Co,2,219.53185,100000000,8.5942222,14.2401227,3,3,
Co,2,219.58363,9000000,2.27370158,7.91827191,3,3,
Co,2,219.61806,34000000,7.90928888,13.55297099,9,9,
Co,2,219.68408,22000000,5.75940077,11.40138467,5,7,
Co,2,219.71275,6000000,5.60380197,11.24505237,11,11,
Co,2,219.71594,390000000,5.80077542,11.441945,3,1,
Co,2,219.73641,260000000,8.06250794,13.70315206,3,5,
Co,2,219.74813,150000000,8.46949859,14.10984168,13,13,
Co,2,219.81123,100000000,5.75940077,11.3981257,5,3,
Co,2,219.82615,70000000,5.75940077,11.397742,5,5,
Co,2,219.82961,4000000,0.56546577,6.2037165,7,7,
Co,2,219.89193,2800000,7.85654799,13.4932085,5,7,
Co,2,219.91789,1000000,3.13897205,8.7749654,3,5,
Co,2,219.94012,35000000,5.69980603,11.3352272,7,5,
Co,2,219.94817,70000000,8.10960371,13.7448183,5,3,
Co,2,220.01889,90000000,5.69980603,11.33320886,7,7,
Co,2,220.04211,7000000,0.61372947,6.24653767,5,7,
Co,2,220.11662,25000000,8.42340833,14.0543073,5,7,
Co,2,220.12418,250000000,8.06250794,13.6932161,3,3,
Co,2,220.16436,27000000,7.5928848,13.2225659,7,5,
Co,2,220.21251,2400000,8.46949859,14.09795011,13,15,
Co,2,220.25916,18000000,7.5953115,13.2225659,5,5,
Co,2,220.26191,500000,2.35244233,7.97962921,9,7,
Co,2,220.28856,80000000,5.69980603,11.3263136,7,9,
Co,2,220.295,180000000,3.08552036,8.71186315,5,3,
Co,2,220.29876,400000,0,5.62624844,9,9,
Co,2,220.30587,20000000,7.91827191,13.5443376,3,5,
Co,2,220.31919,900000,5.62624844,11.25197094,9,7,
Co,2,220.34294,5000000,3.00877191,8.63389048,3,5,
Co,2,220.45524,10000000,5.74305123,11.36530142,9,7,
Co,2,220.46039,60000000,7.5928848,13.2150087,7,7,
Co,2,220.50694,25000000,2.23561202,7.85654799,5,5,
Co,2,220.53047,25000000,8.50707932,14.12741483,15,13,
Co,2,220.55245,90000000,2.27370158,7.8934778,3,3,
Co,2,220.58489,28000000,7.87425876,13.4932085,9,7,
Co,2,220.58761,3900000,0.49953085,6.11840992,9,9,
Co,2,220.5906,140000000,5.62624844,11.24505237,9,11,
Co,2,220.61886,180000000,2.23561202,7.85369635,5,7,
Co,2,220.63149,13000000,3.11785953,8.7356214,9,7,
Co,2,220.69675,47000000,7.6064638,13.2225659,3,5,
Co,2,220.71346,12000000,7.84902872,13.4647054,11,11,
Co,2,220.73067,9000000,8.63389048,14.2491294,5,7,
Co,2,220.79213,70000000,2.27370158,7.88737753,3,5,
Co,2,220.88409,110000000,5.80077542,11.41211476,3,5,
Co,2,220.89479,90000000,7.5953115,13.2063804,5,3,
Co,2,220.90534,12000000,3.62886586,9.239664,3,3,
Co,2,220.95057,22000000,3.45942707,9.06907725,9,9,
Co,2,220.95924,7000000,7.88378161,13.4932085,7,7,
Co,2,220.96588,16000000,7.5953115,13.20458,5,5,
Co,2,221.08544,18000000,8.63389048,14.2401227,5,3,
Co,2,221.08885,33000000,8.332886,13.9390298,5,5,
Co,2,221.0984,230000000,5.75940077,11.36530142,5,7,
Co,2,221.1011,17000000,7.88737753,13.4932085,5,7,
Co,2,221.1428,7600000,0.41540831,6.02018319,11,11,
Co,2,221.16575,70000000,8.5623404,14.1665331,7,5,
Co,2,221.17974,19000000,7.61117297,13.2150087,9,7,
Co,2,221.22237,60000000,8.50707932,14.10984168,15,13,
Co,2,221.22826,12000000,7.5928848,13.19549739,7,9,
Co,2,221.25449,41000000,6.02018319,11.62212849,11,9,
Co,2,221.30363,170000000,8.59907782,14.19978019,7,9,
Co,2,221.31804,60000000,3.40762796,9.0079637,7,5,
Co,2,221.326,600000,7.97962921,13.5797697,7,7,
Co,2,221.326,210000000,8.10960371,13.709736,5,7,
Co,2,221.33449,18000000,7.6064638,13.2063804,3,3,
Co,2,221.4057,39000000,7.6064638,13.20458,3,5,
Co,2,221.43355,290000000,8.63146931,14.22888473,13,13,
Co,2,221.43614,160000000,5.80077542,11.3981257,3,3,
Co,2,221.45137,270000000,5.80077542,11.397742,3,5,
Co,2,221.45811,28000000,8.332886,13.9296828,5,5,
Co,2,221.47925,14400000,0.56546577,6.16172739,7,9,
Co,2,221.54374,39000000,8.46949859,14.0641318,13,13,
Co,2,221.58262,13000000,8.53376431,14.12741483,11,13,
