#element,sp_num,ritz_wl_vac(nm),Aki(s^-1),Ei(eV),Ek(eV),g_i,g_k,Type
Co,2,221.58671,120000000,8.10960371,13.70315206,5,5,
Co,2,221.63556,430000000,5.60380197,11.1961173,11,13,
Co,2,221.64108,270000000,7.6064638,13.198638,3,1,
Co,2,221.69282,200000000,8.50707932,14.09795011,15,15,
Co,2,221.70958,7000000,7.87425876,13.4647054,9,11,
Co,2,221.72112,2900000,5.74305123,11.33320886,9,7,
Co,2,221.7279,10000000,0.61372947,6.2037165,5,7,
Co,2,221.7301,550000000,5.62624844,11.2161796,9,7,
Co,2,221.74839,1500000,7.84902872,13.43850121,11,9,
Co,2,221.77162,150000000,5.69980603,11.28869072,7,9,
Co,2,221.79822,18000000,8.45609577,14.0443102,11,9,
Co,2,221.81301,18000000,3.42012122,9.0079637,3,5,
Co,2,221.86467,110000000,7.6198362,13.2063804,1,3,
Co,2,221.90197,134000000,8.45609577,14.0416997,11,9,
Co,2,221.90197,2700000,3.40762796,8.99320722,7,7,
Co,2,221.90795,23000000,3.00877191,8.5942222,3,3,
Co,2,221.91905,1400000,7.91827191,13.50344129,3,5,
Co,2,221.93374,700000,7.85369635,13.43850121,7,9,
Co,2,221.9524,10000000,7.84902872,13.4333769,11,13,
Co,2,221.9524,80000000,7.61117297,13.19549739,9,9,
Co,2,221.98,19000000,8.53376431,14.11741017,11,11,
Co,2,221.99292,210000000,3.48542792,9.0687421,5,3,
Co,2,221.99496,60000000,5.74305123,11.3263136,9,9,
Co,2,222.0115,160000000,2.27370158,7.85654799,3,5,
Co,2,222.01798,300000,7.90928888,13.4919431,9,9,
Co,2,222.04577,290000,0.11782516,5.69980603,7,7,
Co,2,222.04863,60000000,8.53549724,14.11741017,9,11,
Co,2,222.05298,60000000,6.11840992,11.70021337,9,7,
Co,2,222.06147,300000,8.07807155,13.6596619,9,7,
Co,2,222.12297,98000000,5.74305123,11.32309646,9,11,
Co,2,222.14591,210000000,5.60380197,11.18327092,11,9,
Co,2,222.17508,6000000,3.20639528,8.78515492,1,3,
Co,2,222.17508,470000000,5.69980603,11.2785437,7,5,
Co,2,222.2246,9000000,2.98484767,8.5623404,5,7,
Co,2,222.2379,3600000,5.8938821,11.47101544,5,7,
Co,2,222.24616,17000000,7.5928848,13.1698344,7,9,
Co,2,222.26024,1000000,8.42340833,14.000011,5,5,
Co,2,222.28107,22000000,8.53376431,14.10984168,11,13,
Co,2,222.29105,250000000,5.75940077,11.3352272,5,5,
Co,2,222.30434,70000000,7.74158302,13.3170778,3,5,
Co,2,222.32632,128000000,7.87425876,13.4492008,9,9,
Co,2,222.37153,50000000,5.75940077,11.33320886,5,7,
Co,2,222.39014,9000000,7.97962921,13.55297099,7,9,
Co,2,222.40815,80000000,3.13897205,8.71186315,3,3,
Co,2,222.43126,21000000,8.5942222,14.1665331,3,5,
Co,2,222.44175,70000000,8.63146931,14.20351918,13,11,
Co,2,222.49308,60000000,8.1224517,13.6932161,1,3,
Co,2,222.55242,180000000,5.83210573,11.40138467,7,7,
Co,2,222.59479,190000000,7.98475087,13.55297099,9,9,
Co,2,222.59479,19000000,7.84902872,13.41721362,11,11,
Co,2,222.61671,350000000,5.75940077,11.3270714,5,3,
Co,2,222.62516,41000000,8.59907782,14.1665331,7,5,
Co,2,222.70679,24000000,7.88378161,13.4492008,7,9,
Co,2,222.73516,70000000,7.97962921,13.5443376,7,5,
Co,2,222.7516,38000000,5.83210573,11.39640435,7,9,
Co,2,222.7539,16000000,7.87425876,13.43850121,9,9,
Co,2,222.81602,23000000,8.14046139,13.70315206,3,5,
Co,2,222.94454,190000,8.00959966,13.5690876,11,9,
Co,2,222.97752,39000000,7.61117297,13.1698344,9,9,
Co,2,223.04332,430000000,5.62624844,11.18327092,9,9,
Co,2,223.10782,16000000,7.90928888,13.4647054,9,11,
Co,2,223.13577,17000000,7.88378161,13.43850121,7,9,
Co,2,223.19042,390000000,8.45609577,14.00945576,11,11,
Co,2,223.20715,12400000,0.56546577,6.11840992,7,9,
Co,2,223.21477,23000000,8.14046139,13.6932161,3,3,
Co,2,223.22186,27000000,7.74158302,13.2941605,3,3,
Co,2,223.23853,310000000,5.69980603,11.25197094,7,7,
Co,2,223.24458,180000000,5.8938821,11.44589487,5,5,
Co,2,223.29904,16000000,8.5623404,14.1129982,7,9,
Co,2,223.33649,46000000,8.5623404,14.1120688,7,5,
Co,2,223.34852,9000000,8.63146931,14.1809062,13,11,
Co,2,223.35464,7000000,7.87425876,13.4235319,9,7,
Co,2,223.39347,6000000,7.88507217,13.4333769,13,13,
Co,2,223.40254,29000000,8.63389048,14.1819783,5,7,
Co,2,223.45169,3900000,5.9699557,11.51681991,7,9,
Co,2,223.47541,450000000,5.60380197,11.15008073,11,11,
Co,2,223.50119,370000000,5.74305123,11.28869072,9,9,
Co,2,223.57156,11000000,7.84902872,13.3929219,11,11,
Co,2,223.59256,6000000,8.00959966,13.55297099,11,9,
Co,2,223.60727,80000000,6.2037165,11.7467215,7,5,
Co,2,223.73227,22000000,7.90928888,13.4492008,9,9,
Co,2,223.74523,30000000,8.53549724,14.0750852,9,7,
Co,2,223.92359,16000000,5.95069525,11.485877,1,3,
Co,2,223.98015,8000000,3.45942707,8.99320722,9,7,
Co,2,224.00387,90000000,5.83210573,11.36530142,7,7,
Co,2,224.02627,48000000,8.63389048,14.1665331,5,5,
Co,2,224.11843,670000000,8.53376431,14.0641318,11,13,
Co,2,224.14627,4400000,8.45609577,13.9857785,11,11,
Co,2,224.15928,4100000,3.36068394,8.89003402,13,11,
Co,2,224.16527,240000000,7.90928888,13.43850121,9,9,
Co,2,224.28359,210000000,5.80077542,11.3270714,3,3,
Co,2,224.28359,500000,5.87013664,11.39640435,11,9,
Co,2,224.37504,220000000,5.93249276,11.4565367,3,3,
Co,2,224.38369,79000000,5.62624844,11.15008073,9,11,
Co,2,224.38369,5000000,7.97962921,13.50344129,7,5,
Co,2,224.38871,15000000,5.9273737,11.4510789,9,11,
Co,2,224.4225,2000000,5.83698934,11.35986063,13,13,
Co,2,224.43622,9000000,3.48542792,9.0079637,5,5,
Co,2,224.44805,8000000,3.40572046,8.92796723,11,9,
Co,2,224.46553,500000,2.35244233,7.87425876,9,9,
Co,2,224.51287,54000000,0.49953085,6.02018319,9,11,
Co,2,224.56473,170000000,8.7356214,14.2549989,7,9,
Co,2,224.57428,120000000,5.75940077,11.2785437,5,5,
Co,2,224.5877,60000000,8.53549724,14.0543073,9,7,
Co,2,224.59372,23000000,7.87425876,13.3929219,9,11,
Co,2,224.60407,700000000,8.46949859,13.98790954,13,15,
Co,2,224.62702,46000000,8.5942222,14.1120688,3,5,
Co,2,224.68704,38000000,5.69980603,11.2161796,7,7,
Co,2,224.71766,22000000,8.42340833,13.9390298,5,5,
Co,2,224.72714,220000,8.05370134,13.5690876,11,9,
Co,2,224.73257,101000000,7.84902872,13.36428415,11,9,
Co,2,224.75329,70000000,7.5953115,13.1100594,5,3,
Co,2,224.75982,130000000,7.74158302,13.2561703,3,5,
Co,2,224.77386,80000000,7.90928888,13.4235319,9,7,
Co,2,224.77618,180000000,7.74158302,13.2557691,3,1,
Co,2,224.801,190000000,7.97962921,13.4932085,7,7,
Co,2,224.801,190000,3.08552036,8.59907782,5,7,
Co,2,224.80814,230000000,5.93249276,11.44589487,3,5,
Co,2,224.8249,120000000,8.59907782,14.1120688,7,5,
Co,2,224.83508,70000000,8.5623404,14.0750852,7,7,
Co,2,224.85242,300000,7.97962921,13.4919431,7,9,
Co,2,224.86707,800000,0.41540831,5.9273737,11,9,
Co,2,224.96933,310000000,5.93249276,11.441945,3,1,
Co,2,224.99108,240000000,5.74305123,11.25197094,9,7,
Co,2,224.99542,350000000,8.53549724,14.0443102,9,9,
Co,2,224.99986,4700000,3.08552036,8.5942222,5,3,
Co,2,225.03172,450000000,7.90928888,13.41721362,9,11,
Co,2,225.03761,10000000,3.48542792,8.99320722,5,7,
Co,2,225.04911,270000000,5.8938821,11.40138467,5,7,
Co,2,225.06164,3400000,7.98475087,13.4919431,9,9,
Co,2,225.09917,37000000,8.42340833,13.9296828,5,5,
Co,2,225.10225,8000000,8.53549724,14.0416997,9,9,
Co,2,225.11158,38000000,2.23561202,7.74158302,5,3,
Co,2,225.11686,320000000,5.95069525,11.4565367,1,3,
Co,2,225.13216,19000000,3.20639528,8.71186315,1,3,
Co,2,225.1822,310000000,5.8938821,11.3981257,5,3,
Co,2,225.19792,130000000,5.8938821,11.397742,5,5,
Co,2,225.20363,30000000,6.11840992,11.62212849,9,9,
Co,2,225.20875,340000000,7.6064638,13.1100594,3,3,
Co,2,225.22815,310000000,5.83210573,11.3352272,7,5,
Co,2,225.23447,45000000,7.5928848,13.0958499,7,5,
Co,2,225.274,170000000,5.74305123,11.24505237,9,11,
Co,2,225.31107,110000000,5.83210573,11.33320886,7,7,
Co,2,225.3126,14000000,5.9699557,11.47101544,7,7,
Co,2,225.31617,360000000,8.59907782,14.1000499,7,7,
Co,2,225.33393,310000000,7.5953115,13.0958499,5,5,
Co,2,225.34801,170000000,3.40762796,8.9078234,7,5,
Co,2,225.34801,1700000,6.24653767,11.7467215,7,5,
Co,2,225.3859,60000000,8.05370134,13.55297099,11,9,
Co,2,225.39143,300000,8.0806281,13.5797697,7,7,
Co,2,225.4163,4300000,5.0455404,10.544089,9,7,
Co,2,225.41825,15000000,8.53549724,14.0339805,9,7,
Co,2,225.46135,200000000,7.84902872,13.34645882,11,11,
Co,2,225.49596,5100000,2.35244233,7.84902872,9,11,
Co,2,225.49998,7000000,6.2037165,11.70021337,7,7,
Co,2,225.49998,7000000,8.332886,13.8293666,5,7,
Co,2,225.56443,15000000,3.13897205,8.63389048,3,5,
Co,2,225.59357,280000000,5.83210573,11.3263136,7,9,
Co,2,225.59675,26000000,5.9273737,11.42150371,9,9,
Co,2,225.66061,12000000,5.87013664,11.36271127,11,11,
Co,2,225.67446,350000000,3.36068394,8.85292357,13,13,
Co,2,225.68565,310000000,8.5623404,14.0543073,7,7,
Co,2,225.72472,500000,8.07807155,13.5690876,9,9,
Co,2,225.74334,6000000,8.332886,13.82344934,5,5,
Co,2,225.75734,260000000,7.6198362,13.1100594,1,3,
Co,2,225.76548,200000000,7.87425876,13.36428415,9,9,
Co,2,225.77786,60000000,5.87013664,11.35986063,11,13,
Co,2,225.79177,310000000,7.6064638,13.0958499,3,5,
Co,2,225.84915,240000000,7.5928848,13.080876,7,7,
Co,2,225.86102,2800000,3.42012122,8.9078234,3,5,
Co,2,225.89284,16000000,5.9699557,11.45688372,7,7,
Co,2,225.94909,410000000,7.5953115,13.080876,5,7,
Co,2,225.98577,70000000,7.84902872,13.33370258,11,11,
Co,2,226.00063,350000000,3.40572046,8.89003402,11,11,
Co,2,226.02868,41000000,7.90928888,13.3929219,9,11,
Co,2,226.03582,6000000,5.69980603,11.18327092,7,9,
Co,2,226.03582,70000000,8.332886,13.8163449,5,7,
Co,2,226.04373,170000000,8.06107009,13.5443376,5,5,
Co,2,226.06789,46000000,8.63389048,14.116573,5,3,
Co,2,226.08182,2900000,8.00959966,13.4919431,11,9,
Co,2,226.09725,2000000,8.5623404,14.0443102,7,9,
Co,2,226.12832,4000000,3.11785953,8.59907782,9,7,
Co,2,226.138,27000000,7.74158302,13.2225659,3,5,
Co,2,226.14418,11000000,8.50707932,13.98790954,15,15,
Co,2,226.15528,200000000,3.62886586,9.1094329,3,1,
Co,2,226.1578,2700000,7.88378161,13.36428415,7,9,
Co,2,226.18041,39000000,7.98475087,13.4647054,9,11,
Co,2,226.19415,120000000,5.93249276,11.41211476,3,5,
Co,2,226.205,290000000,8.5623404,14.0416997,7,9,
Co,2,226.25378,220000000,8.63389048,14.1120688,5,5,
Co,2,226.3079,1600000,3.08552036,8.5623404,5,7,
Co,2,226.34512,630000000,7.84902872,13.32499604,11,13,
Co,2,226.37065,80000000,7.87425876,13.34960876,9,7,
Co,2,226.38929,180000000,8.07807155,13.55297099,9,9,
Co,2,226.40808,530000000,7.5928848,13.06732922,7,9,
Co,2,226.41969,390000000,8.7749654,14.2491294,5,7,
Co,2,226.42814,9000000,8.53549724,14.00945576,9,11,
Co,2,226.46252,90000000,5.74305123,11.2161796,9,7,
Co,2,226.50095,83000000,7.87425876,13.34645882,9,11,
Co,2,226.52526,150000000,5.99940219,11.47101544,5,7,
Co,2,226.53324,43000000,5.8938821,11.36530142,5,7,
Co,2,226.56788,50000000,8.332886,13.8034674,5,5,
Co,2,226.57442,2200000,0.49953085,5.9699557,9,7,
Co,2,226.60446,17000000,7.61117297,13.080876,9,7,
Co,2,226.65257,340000000,3.45942707,8.92796723,9,9,
Co,2,226.65677,230000000,7.88507217,13.3535099,13,13,
Co,2,226.67987,50000000,2.27370158,7.74158302,3,3,
Co,2,226.69871,35000000,7.88737753,13.3548015,5,5,
Co,2,226.73796,190000000,8.63146931,14.09795011,13,15,
Co,2,226.77311,110000000,5.93249276,11.3981257,3,3,
Co,2,226.7866,1600000,5.93249276,11.397742,3,5,
Co,2,226.80779,200000000,7.74158302,13.2063804,3,3,
Co,2,226.82222,101000000,7.98475087,13.4492008,9,9,
Co,2,226.85299,120000000,8.0806281,13.5443376,7,5,
Co,2,226.88261,80000000,7.74158302,13.20458,3,5,
Co,2,226.91453,15000000,7.88737753,13.34960876,5,7,
Co,2,226.99044,320000000,6.16172739,11.62212849,9,9,
Co,2,227.03024,118000000,7.87425876,13.33370258,9,11,
Co,2,227.05401,44000000,7.97962921,13.43850121,7,9,
Co,2,227.11188,510000000,5.99940219,11.45688372,5,7,
Co,2,227.12952,210000000,7.74158302,13.198638,3,1,
Co,2,227.1492,9000000,5.83210573,11.28869072,7,9,
Co,2,227.16705,134000000,7.61117297,13.06732922,9,9,
Co,2,227.2108,11000000,8.00959966,13.4647054,11,11,
Co,2,227.213,44000000,8.04838837,13.50344129,5,5,
Co,2,227.2154,4700000,7.90928888,13.36428415,9,9,
Co,2,227.2165,38000000,8.78515492,14.2401227,3,3,
Co,2,227.2265,5000000,0.41540831,5.87013664,11,11,
Co,2,227.2289,41000000,8.71186315,14.1665331,3,5,
Co,2,227.26735,50000000,7.98475087,13.43850121,9,9,
Co,2,227.27046,330000000,6.24653767,11.70021337,7,7,
Co,2,227.3003,4900000,5.87013664,11.32309646,11,11,
Co,2,227.35908,620000000,5.9699557,11.42150371,7,9,
Co,2,227.48084,77000000,7.88507217,13.33370258,13,11,
Co,2,227.50756,129000000,7.87425876,13.32224929,9,7,
Co,2,227.53158,600000,5.95069525,11.3981257,1,3,
Co,2,227.54046,20000000,3.40572046,8.85292357,11,13,
Co,2,227.57567,2500000,8.7356214,14.1819783,7,7,
Co,2,227.61699,660000000,7.61117297,13.0565447,9,11,
Co,2,227.64008,13000000,8.04838837,13.4932085,5,7,
Co,2,227.67834,100000000,7.97962921,13.4235319,7,7,
Co,2,227.73569,4600000,5.83698934,11.2795294,13,13,
Co,2,227.74251,140000000,8.06107009,13.50344129,5,5,
Co,2,227.78547,70000000,5.8938821,11.3352272,5,5,
Co,2,227.79172,160000000,8.63389048,14.0750852,5,7,
Co,2,227.80958,4800000,8.4091525,13.8499267,3,3,
Co,2,227.84497,48000000,7.88507217,13.32499604,13,13,
Co,2,227.84695,120000000,3.62886586,9.0687421,3,3,
Co,2,227.8586,90000000,8.00959966,13.4492008,11,9,
Co,2,227.86995,30000000,5.8938821,11.33320886,5,7,
Co,2,227.89288,9000000,7.98475087,13.4235319,9,7,
Co,2,227.9021,10000000,2.98484767,8.42340833,5,5,
Co,2,227.90602,60000000,7.88378161,13.32224929,7,7,
Co,2,227.92859,13000000,5.9273737,11.36530142,9,7,
Co,2,227.93941,8000000,8.5623404,14.000011,7,5,
Co,2,227.96035,91000000,7.90928888,13.34645882,9,11,
Co,2,227.98719,16000000,7.91827191,13.3548015,3,5,
Co,2,228.03725,640000000,5.9273737,11.36271127,9,11,
Co,2,228.05678,13000000,7.88737753,13.32224929,5,7,
Co,2,228.08709,390000000,6.31257177,11.7467215,5,5,
Co,2,228.09609,3100000,0.56546577,5.99940219,7,5,
Co,2,228.1268,16000000,5.8938821,11.3270714,5,3,
Co,2,228.15792,93000000,7.98475087,13.41721362,9,11,
Co,2,228.17153,36000000,8.06107009,13.4932085,5,7,
Co,2,228.18994,370000000,3.78984644,9.22154694,11,11,
Co,2,228.20137,70000000,5.9699557,11.40138467,7,7,
Co,2,228.23586,20000000,3.45942707,8.89003402,9,11,
Co,2,228.25951,270000000,8.41988259,13.8499267,1,3,
Co,2,228.27079,35000000,8.63389048,14.0636672,5,3,
Co,2,228.27389,11000000,7.88737753,13.3170778,5,5,
Co,2,228.3076,80000000,8.00959966,13.43850121,11,9,
Co,2,228.35215,20000000,0.49953085,5.9273737,9,9,
Co,2,228.38523,33000000,8.53549724,13.9625535,9,7,
Co,2,228.41077,40000000,5.9699557,11.39640435,7,9,
Co,2,228.49647,9000000,7.90928888,13.33370258,9,11,
Co,2,228.52331,3300000,8.00959966,13.4333769,11,13,
Co,2,228.53078,12000000,7.8934778,13.3170778,3,5,
Co,2,228.56394,50000000,8.0806281,13.50344129,7,5,
Co,2,228.58151,34000000,3.48542792,8.9078234,5,5,
Co,2,228.6159,330000000,0.41540831,5.83698934,11,13,
Co,2,228.66499,70000000,8.63389048,14.0543073,5,7,
Co,2,228.6883,40000000,5.83210573,11.25197094,7,7,
Co,2,228.74361,44000000,5.87013664,11.28869072,11,9,
Co,2,228.85552,3100000,3.11785953,8.53376431,9,11,
Co,2,228.88797,160000000,8.07807155,13.4932085,9,7,
Co,2,228.89208,510000000,8.332886,13.7479256,5,7,
Co,2,228.90912,4600000,3.00877191,8.42340833,3,5,
Co,2,228.92349,320000000,8.4091525,13.82344934,3,5,
Co,2,228.98014,19000000,7.90928888,13.32224929,9,7,
Co,2,228.99053,70000000,5.99940219,11.41211476,5,5,
Co,2,228.9961,118000000,8.0806281,13.4932085,7,7,
Co,2,229.03248,350000000,5.0549694,10.4666902,5,3,
Co,2,229.05229,90000000,7.87425876,13.2855115,9,7,
Co,2,229.05833,13000000,3.00877191,8.41988259,3,1,
Co,2,229.06282,240000000,8.05370134,13.4647054,11,11,
Co,2,229.13106,620000000,5.87013664,11.2795294,11,13,
Co,2,229.16341,32000000,5.0549694,10.4635935,5,5,
Co,2,229.1828,27000000,7.98475087,13.3929219,9,11,
Co,2,229.1991,350000000,2.20338605,7.61117297,7,9,
Co,2,229.23147,90000000,5.74305123,11.15008073,9,11,
Co,2,229.23147,240000000,8.7749654,14.1819783,5,7,
Co,2,229.27016,4100000,2.77903526,8.18514505,7,7,
Co,2,229.27663,390000000,8.42340833,13.8293666,5,7,
Co,2,229.2819,29000000,5.9273737,11.33320886,9,7,
Co,2,229.2838,300000,8.5942222,14.000011,3,5,
Co,2,229.33893,33000000,0.56546577,5.9699557,7,7,
Co,2,229.34288,670000000,5.83698934,11.24138616,13,15,
Co,2,229.41343,8000000,5.93249276,11.3352272,3,5,
Co,2,229.44548,700000,5.99940219,11.40138467,5,7,
Co,2,229.4715,2600000,6.02018319,11.42150371,11,9,
Co,2,229.48997,8000000,8.59907782,14.000011,7,5,
Co,2,229.50059,17000000,7.8934778,13.2941605,3,3,
Co,2,229.51351,7000000,3.00877191,8.4091525,3,3,
Co,2,229.57472,190000000,5.9273737,11.3263136,9,9,
Co,2,229.58013,40000000,7.91827191,13.3170778,3,5,
Co,2,229.59175,360000000,5.466559,10.865099,7,7,
Co,2,229.59175,60000000,6.94441385,12.3429444,5,3,
Co,2,229.60024,110000000,5.99940219,11.397742,5,5,
Co,2,229.6584,1900000,2.68109977,8.07807155,11,9,
Co,2,229.71165,21000000,5.9273737,11.32309646,9,11,
Co,2,229.72765,133000000,5.9699557,11.36530142,7,7,
Co,2,229.73501,280000000,5.0684203,10.4635935,7,5,
Co,2,229.76017,34000000,5.93249276,11.3270714,3,3,
Co,2,229.77156,170000000,8.4091525,13.8034674,3,5,
Co,2,229.83029,124000000,8.42340833,13.8163449,5,7,
Co,2,229.87338,40000000,2.20338605,7.5953115,7,5,
Co,2,229.88869,70000000,8.7749654,14.1665331,5,5,
Co,2,229.9769,150000000,2.20338605,7.5928848,7,7,
Co,2,230.04829,29000000,3.20639528,8.5942222,1,3,
Co,2,230.05615,46000000,6.31257177,11.70021337,5,7,
Co,2,230.08086,117000000,2.98484767,8.37191162,5,7,
Co,2,230.09929,310000000,8.07807155,13.4647054,9,11,
Co,2,230.1403,38000000,0.61372947,5.99940219,5,5,
Co,2,230.17757,8000000,8.05370134,13.43850121,11,9,
Co,2,230.18381,10000000,5.8938821,11.2785437,5,5,
Co,2,230.18381,114000000,7.97962921,13.36428415,7,9,
Co,2,230.19078,210000000,7.87425876,13.2587471,9,7,
Co,2,230.21427,250000,8.18514505,13.5690876,7,9,
Co,2,230.27534,8000000,3.02663766,8.4091525,1,3,
Co,2,230.32399,80000000,8.78515492,14.1665331,3,5,
Co,2,230.371,36000000,8.78515492,14.1654348,3,3,
Co,2,230.38036,34000000,8.42340833,13.8034674,5,5,
Co,2,230.39693,650000000,8.05370134,13.4333769,11,13,
Co,2,230.40287,50000000,7.98475087,13.36428415,9,9,
Co,2,230.42162,60000000,3.62886586,9.0079637,3,5,
Co,2,230.49538,450000000,8.7356214,14.1129982,7,9,
Co,2,230.52475,13000000,8.5623404,13.9390298,7,5,
Co,2,230.5379,39000000,5.95069525,11.3270714,1,3,
Co,2,230.54495,23000000,6.02018319,11.39640435,11,9,
Co,2,230.55398,7000000,8.37191162,13.7479256,7,7,
Co,2,230.55914,110000000,7.91827191,13.2941605,3,3,
Co,2,230.57192,44000000,6.24653767,11.62212849,7,9,
Co,2,230.59003,250000000,7.97962921,13.3548015,7,5,
Co,2,230.59003,25000000,8.04838837,13.4235319,5,7,
Co,2,230.5988,41000000,7.88378161,13.2587471,7,7,
Co,2,230.6009,250000000,5.87013664,11.24505237,11,11,
Co,2,230.678,70000000,5.0684203,10.4415404,7,7,
Co,2,230.70026,17000000,2.68109977,8.05370134,11,11,
Co,2,230.70958,24000000,7.88378161,13.2561703,7,5,
Co,2,230.75059,350000000,3.86823409,9.239664,5,3,
Co,2,230.76349,48000000,8.07807155,13.4492008,9,9,
Co,2,230.77543,130000000,2.23561202,7.6064638,5,3,
Co,2,230.78601,260000000,0.49953085,5.87013664,9,11,
Co,2,230.80092,14000000,8.332886,13.70315206,5,5,
Co,2,230.81295,60000000,7.97962921,13.34960876,7,7,
Co,2,230.83457,4600000,7.88507217,13.2545436,13,13,
Co,2,230.87342,210000000,8.0806281,13.4492008,7,9,
Co,2,230.891,700000,6.24653767,11.61464406,7,5,
Co,2,230.90553,139000000,8.18514505,13.55297099,7,9,
Co,2,230.98334,44000000,7.85654799,13.2225659,5,5,
Co,2,231.02572,15000000,3.42012122,8.78515492,3,3,
Co,2,231.03327,136000000,7.98475087,13.34960876,9,7,
Co,2,231.08374,114000000,5.0684203,10.4321071,7,9,
Co,2,231.09092,9000000,8.05370134,13.41721362,11,11,
Co,2,231.10246,12000000,5.9699557,11.33320886,7,7,
Co,2,231.12665,80000000,7.8934778,13.2561703,3,5,
Co,2,231.13614,100000000,8.06107009,13.4235319,5,7,
Co,2,231.14386,260000000,7.8934778,13.2557691,3,1,
Co,2,231.16042,280000000,0.56546577,5.9273737,7,9,
Co,2,231.16908,144000000,7.98475087,13.34645882,9,11,
Co,2,231.18596,41000000,5.9273737,11.28869072,9,9,
Co,2,231.18596,80000000,7.85369635,13.2150087,7,7,
Co,2,231.22415,400000,8.07807155,13.43850121,9,9,
Co,2,231.25566,210000000,2.23561202,7.5953115,5,5,
Co,2,231.2776,160000000,8.18514505,13.5443376,7,5,
Co,2,231.28028,270000000,5.83698934,11.1961173,13,13,
Co,2,231.30913,150000000,7.85654799,13.2150087,5,7,
Co,2,231.32517,17000000,5.8938821,11.25197094,5,7,
Co,2,231.3345,180000000,8.0806281,13.43850121,7,9,
Co,2,231.36044,180000000,2.23561202,7.5928848,5,7,
Co,2,231.4029,480000000,8.37191162,13.7282008,7,9,
Co,2,231.40563,280000000,0.61372947,5.9699557,5,7,
Co,2,231.45484,20000000,6.16172739,11.51681991,9,9,
Co,2,231.46537,120000000,3.42012122,8.7749654,3,5,
Co,2,231.47218,15000000,8.00959966,13.36428415,11,9,
Co,2,231.49747,270000000,0.64530031,5.99940219,3,5,
Co,2,231.54134,130000000,7.97962921,13.3327167,7,5,
Co,2,231.56226,17000000,6.11840992,11.47101544,9,7,
Co,2,231.57437,260000000,5.0892165,10.4415404,9,7,
Co,2,231.59631,4300000,2.72881087,8.0806281,9,7,
Co,2,231.62452,38000000,5.83210573,11.18327092,7,9,
Co,2,231.68214,80000000,7.85654799,13.2063804,5,3,
Co,2,231.707,190000000,2.72881087,8.07807155,9,9,
Co,2,231.72041,34000000,7.98475087,13.33370258,9,11,
Co,2,231.76015,900000,2.98484767,8.332886,5,5,
Co,2,231.76015,180000000,7.85654799,13.20458,5,5,
Co,2,231.8425,340000000,2.27370158,7.6198362,3,1,
Co,2,231.87171,23000000,8.07807155,13.4235319,9,7,
Co,2,231.90005,90000000,8.5942222,13.9390298,3,5,
Co,2,231.939,430000000,8.00959966,13.3535099,11,13,
Co,2,231.98296,270000000,8.0806281,13.4235319,7,7,
Co,2,231.98296,210000000,5.0892165,10.4321071,9,9,
Co,2,231.99183,90000000,5.0549694,10.397663,5,7,
Co,2,231.99896,11000000,6.02018319,11.36271127,11,11,
Co,2,232.00629,200000,8.70194937,14.0443102,9,9,
Co,2,232.03059,470000000,7.85369635,13.19549739,7,9,
Co,2,232.052,60000000,8.9078234,14.2491294,5,7,
Co,2,232.09137,1100000,8.14046139,13.4808728,3,5,
Co,2,232.11969,170000000,8.70194937,14.0416997,9,9,
